d95f5c5e-07d5-3753-a2ba-277a8455e1a0;620e4fde-d96a-4354-b354-53b8b4187d80;1;Uranium-235;emissions to water/river;;Uranium-235;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
ad7e5877-8d5a-3aa9-99d7-317e6046a36d;4d466648-95dd-4866-97ad-6008746d32ab;1;Uranium-235;emissions to water/unspecified;;Uranium-235;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
0447f29b-eaad-31c5-8686-9ed0e7c8c309;543421e8-f0b3-45a2-b0ed-03489e878138;1;Uranium-238;emissions to air/high. pop.;;Uranium-238;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
c628ead9-8cc3-3592-b555-c280e2821db3;e6aafd63-a6d5-41f7-9b82-45f791c7037c;1;Uranium-238;emissions to air/low. pop.;;Uranium-238;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
ba3bac64-f01a-3738-94b5-02f1569f9bed;c36056d2-5101-4198-b13b-fdc0a8cf27ee;1;Uranium-238;emissions to air/unspecified;;Uranium-238;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
a7ff02d6-950e-32e0-98d0-edbb89299264;16cd83f0-c5c0-4b6f-8dd0-26d4e3b9a017;1;Uranium-238;emissions to water/groundwater;;Uranium-238;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
28099739-6dd5-3383-a226-82d2cb1ac66c;cf839cca-1e56-4758-9417-b9a15e414206;1;Uranium-238;emissions to water/lake;;Uranium-238;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
cd1c51d6-7470-39b6-8e6a-bed53ae5cb47;c407952d-43b2-49c4-a756-26e5e76bfbbf;1;Uranium-238;emissions to water/ocean;;Uranium-238;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
67b39fa6-ffdf-3293-a1eb-c78cac645373;75ebd471-2671-4b1e-b6b7-e18ea4a4f26c;1;Uranium-238;emissions to water/river;;Uranium-238;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
8c574598-be06-31d1-bd38-8d53cfb687aa;71d27d29-04f2-421a-981f-5c5c2b00486f;1;Uranium-238;emissions to water/unspecified;;Uranium-238;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
8c967b00-d494-3db7-94b5-4fd40d3e7a8d;7d54ebd3-7128-4465-a1a3-6592d8d030bd;1;Urea;emissions to water/river;;Urea;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
834e464b-79c9-30d6-82bf-9eacf038ba98;59e1e295-5efb-3dff-8379-8f3c75bec7a4;1;Used air;emissions to air/unspecified;;Used air;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
70ec6dc2-b985-3b37-bae6-e2313f97f23f;2cba713d-ab0b-44cb-babb-f8cac262554f;1;Vanadium;emissions to air/high. pop.;;Vanadium V;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d404e67e-e1f6-3fcb-914e-b8e9f598d061;481c0dd4-3ab2-47b5-94c4-b990e8a9dde5;1;Vanadium;emissions to air/low. pop.;;Vanadium V;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
9dc9fe1c-c42d-327f-9404-00627852fb9d;b8de5961-4e83-4731-bac1-77a4d01234a4;1;Vanadium;emissions to air/low. pop., long-term;;Vanadium V;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
7f46fc46-5293-3bde-af49-10da2f178373;591b0a62-8064-4697-86ed-47bfa1f8b5e6;1;Vanadium;emissions to air/unspecified;;Vanadium V;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
de5670d6-ddf2-3e56-88d0-766459c409b4;adfb11ec-7a41-47da-abc2-c92c59810e50;1;Vanadium;emissions to soil/agricultural;;Vanadium V;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
16127e98-117f-37de-b3c2-2dde16b6cb9f;1a5850a0-0069-4b73-bb91-7a61e8d45ae5;1;Vanadium;emissions to soil/industrial;;Vanadium V;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
933749b3-e0b7-3433-887f-c52f3159abc7;4122276a-89a6-4e31-ad7d-19568cecf9ce;1;Vanadium;emissions to soil/unspecified;;Vanadium V;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f02fd696-01c0-37ef-9237-c8517803aabd;a708a1f6-7297-45ba-8fda-47a1ce6f11c3;1;Vanadium;emissions to water/river;;Vanadium V;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
247b772f-b50f-376e-87c4-3579aa5d6f41;a3178646-f9e4-3a94-9988-e81e3935aea7;1;Vanadium;emissions to water/groundwater;;Vanadium V;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
37f4d919-76cc-37ec-ab3c-bf0f9371d44b;41dbbe1f-06e1-4a34-8497-5986be8f9e51;1;Vanadium;emissions to water/groundwater, long-term;;Vanadium V;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e7c5713c-8865-39b6-9904-723644bab324;645687e9-58d1-36bf-a28c-9fe0735146c5;1;Vanadium;emissions to water/lake;;Vanadium V;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
800cce20-11e8-3e4f-a0ce-38b5ed5591f7;dbdc3ea8-cc2b-4dbe-82b9-e954e333281d;1;Vanadium;emissions to water/ocean;;Vanadium V;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
339c907b-c6cc-369c-bb03-03e9724dc6b8;9ba627f4-3a6c-4dd6-8598-4e1639fbd85a;1;Vanadium;emissions to water/unspecified;;Vanadium V;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2bde763c-6d62-3d05-ae9b-e534904d35a6;c9c4b80a-73dd-415a-92fb-f877595651c1;1;Vanadium;resources/in ground;;Vanadium;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
860ed4c2-9708-381a-adf9-e0d040cbad61;9ba627f4-3a6c-4dd6-8598-4e1639fbd85a;1;Vanadium V;emissions to water/unspecified;;Vanadium V;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
638aa19d-600f-3ff6-9b1a-84047deb14b9;bea19217-6a28-4711-8142-2e71090c0b46;1;Vermiculite;resources/in ground;;Vermiculite;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ba5140b5-da39-3299-a5a8-8362b066b302;7db70809-e30b-4633-992e-2cfe03891907;1;Vinclozolin;emissions to soil/agricultural;;Vinclozolin;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
734a9801-60cd-3600-b459-5b00a5053e8c;1d444a45-70c4-4718-8427-1c0fff91f88e;1;Vinyl acetate;emissions to air/unspecified;;Vinyl acetate;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2380af8c-598e-3032-bb95-fdba520c85c1;37b1a5b2-9b3b-4966-a979-084cf2091128;1;Vinyl acetate;emissions to water/unspecified;;Vinyl acetate;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
6a408b04-a444-3391-a24d-1739a1adab60;a028e2af-de2b-4e29-9d6b-a56d6a50f10f;1;VOC, volatile organic compounds, unspecified origin;emissions to air/unspecified;;VOC, volatile organic compounds, unspecified origin;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
388b853b-d7c8-3ea2-8c01-7d62c13d3c48;113746e5-66a9-4d8c-b72b-4a99e7fcd052;1;VOC, volatile organic compounds, unspecified origin;emissions to water/ocean;;VOC, volatile organic compounds;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b5f4d8e2-a1ed-3c43-8204-8e61028db371;f2b42152-1663-42c9-9be6-4e6bf2c643e4;1;VOC, volatile organic compounds, unspecified origin;emissions to water/river;;VOC, volatile organic compounds;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
755ea8cc-84a2-3f72-8848-8f48f0d1d0aa;9ba627f4-3a6c-4dd6-8598-4e1639fbd85a;1;VOC, volatile organic compounds, unspecified origin;emissions to water/unspecified;;VOC, volatile organic compounds;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
1f708fec-e109-325a-8df1-de729ec8924a;f6df5030-8e06-4276-bfeb-219db8dab104;1;Volume occupied, final repository for low-active radioactive waste;resources/in ground;;Volume occupied, final repository for low-active radioactive waste;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
93d90688-3ac8-347a-a1a5-968c5faac313;adb4b590-7fb2-47b6-84e7-d4746a94c7b5;1;Volume occupied, final repository for radioactive waste;resources/in ground;;Volume occupied, final repository for radioactive waste;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
62f7bae3-3c7d-3555-84b4-904eff843159;9a9d71c7-79f7-42d0-af47-282d22a7cf07;1;Volume occupied, reservoir;resources/in water;;Volume occupied, reservoir;Elementary flows/Resource/in water;;;;441238a3-ba09-46ec-b35b-c30cfba746d1;Volume*Time;;m3y;ee5f2241-18af-4444-b457-b275660e5a20;m3*a
511420df-1e7d-33e3-b15e-a5fb79c486fc;8bd1295e-4af1-4177-88a2-6f56ac8e4546;1;Volume occupied, underground deposit;resources/in ground;;Volume occupied, underground deposit;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
263edb08-9a69-3ddc-9e39-595776529614;263edb08-9a69-3ddc-9e39-595776529614;1;Waste mass, total, placed in landfill;resources/in ground;;Waste mass, total, placed in landfill;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d4f27de0-e3cf-3ca5-87bd-d2c16d02aa59;2cf8d1c2-8f38-44d3-a1fe-fb797f775b66;1;Waste water;emissions to water/ocean;;Waste water;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c0df3313-cdec-33b2-ab07-e776ec7e09ca;72721c4e-d589-4ad7-8c5e-4228b8690ddb;1;Waste water;emissions to water/river;;Waste water;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
4838e173-0988-3e27-b823-76c192c2c4b5;b61cc486-7a9d-3880-a2ae-1bc3a65d0f43;1000;Waste water/m3;emissions to water/unspecified;;Waste water;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;m3;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b7e39450-5bc4-3408-aca0-80421f8c52e0;6b99e3e0-59ed-43cf-a17b-d5edea71e1bd;1;Water;emissions to air/high. pop.;;Water;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a7bea606-94ca-3d13-807e-41ae52d67dd8;d0fa3cee-a088-49c0-b80e-f3acac182f0b;1;Water;emissions to air/low. pop.;;Water;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b5222038-915b-3a90-9713-badeda8b5397;5677a205-a4fb-44cd-9c62-05195db926a6;1;Water;emissions to air/stratosphere + troposphere;;Water;Elementary flows/Emission to air/lower stratosphere + upper troposphere;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b6e14a90-a192-35e6-9f79-1732dd24b8e0;8864b4ad-7348-469e-b2d3-48610ffd4fca;1;Water;emissions to air/unspecified;;Water;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
005deb84-80d8-3d21-b9b0-ebca7caf4486;6e9312ec-1e02-4232-9589-0746bc67d4e6;1;Water;emissions to water/groundwater;;Water;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d829810a-6ff5-30e5-9fb2-bfbb9cd9cd02;ed3fdab8-6123-4c08-a25b-0a74a7fa779a;1;Water;emissions to water/ocean;;Water;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
91f4a143-503f-35f0-9103-dfae145c8cb7;19229850-3ddf-3c30-bfa5-b356b7be2fbd;1;Water;emissions to water/river;;Water;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3da4eca1-e53b-344e-b97a-b0d95e437a4b;3564b893-744f-326d-a75d-a086409ef6ca;1;Water;emissions to water/unspecified;;Water;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
89c7d449-6a69-3aa8-9d3b-cbef89573095;e16520ae-28cc-4fd6-a6bc-57052921753e;1;Water, AE;emissions to water/river;;Water, AE;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
4827a591-8f29-31f6-b09e-3cb0232263f3;df8e6d6e-1a54-34df-a3b2-389170ead31f;1;Water, AO;emissions to water/river;;Water, AO;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
7282b532-f62e-3246-97ce-30c0325d18bf;933f549b-58e6-3178-9ea7-1c6d51793669;1;Water, AR;emissions to water/river;;Water, AR;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
51b44978-81ab-3130-9d51-ef464e44fa36;7c8fd9d5-7d63-304f-92dc-f828a53b6fcf;1;Water, AT;emissions to air/unspecified;;Water, AT;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c5f0c1f2-1759-306a-80a2-e864faea4228;1dee5e4c-8599-32e3-8b54-e88d4dd784ce;1;Water, AT;emissions to water/unspecified;;Water, AT;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
e503c74b-6155-32ca-8444-32f9ed1fa031;e611414e-1245-3c07-b7c4-6971ee4bf4bc;1;Water, AU;emissions to air/unspecified;;Water, AU;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
0a6df63c-00d3-3b63-8f5a-782d9b011c2d;8295b7e0-0823-3e07-83e8-47602b3095f4;1;Water, AU;emissions to water/river;;Water, AU;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
59dd0e86-fdb8-3fb6-aecc-4839d808e2ee;dface97f-f556-3e56-bc75-0ef54d0207a5;1;Water, AU;emissions to water/unspecified;;Water, AU;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
8d5568c8-e526-349c-82d1-f2d1dc0480a2;29c3ea6e-ce64-3c67-a9ce-a1cc8da4a8bb;1;Water, AZ;emissions to water/ocean;;Water, AZ;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
f2ffb1e7-7c58-3d6d-8aae-71e25ddc9333;61f78e3a-9b29-3be6-8743-be3154f3a2a1;1;Water, AZ;emissions to water/river;;Water, AZ;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
d5e002a5-b65d-3091-9f13-40cadce92035;ace7b642-6e30-3cad-a04f-200b3b0c5d21;1;Water, BA;emissions to air/unspecified;;Water, BA;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fe521635-c446-3d2d-80d4-ecd38d85c22e;88c0b05c-40e9-353e-b8ab-1a92a960b543;1;Water, BA;emissions to water/unspecified;;Water, BA;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
a603f0b2-52bd-3d44-8b48-ef901e452699;98f556eb-e45d-3acd-bcdf-74f4f720310d;1;Water, BE;emissions to air/unspecified;;Water, BE;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
533c167d-6901-342e-a66a-6067db78d9d8;c3964198-dccc-35a4-b9d1-985e171969d0;1;Water, BE;emissions to water/river;;Water, BE;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
fd29f386-049a-3a1c-bdd5-b47a9aace233;1a7ccadf-90d4-3dd1-ad01-17c0ab9739ef;1;Water, BE;emissions to water/unspecified;;Water, BE;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
7dc6a9cd-8e26-35a2-a0d5-4eac00b61bec;4a71535f-60a0-3834-8361-edaf0a8905ab;1;Water, BO;emissions to water/river;;Water, BO;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
a07b9cde-34c9-3524-8f3b-b96b82495f0c;e21021ad-6c67-3885-bd39-6a1b9195af06;1;Water, BR;emissions to air/unspecified;;Water, BR;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b3798736-b667-39b3-88b4-bf62c5ed7b94;29a9157e-42d5-3e71-ab26-dd76fec002d8;1;Water, BR;emissions to water/river;;Water, BR;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
2e21da35-2dec-31b5-93a8-3602fa66220f;e50d7a5a-6b25-39a4-8e1b-8d45c04162a3;1;Water, BR;emissions to water/unspecified;;Water, BR;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
566a064b-9f2f-3794-8de3-22de4a7b2dbb;70591a6d-0ee4-3918-852b-d32e3d830027;1;Water, CA;emissions to air/unspecified;;Water, CA;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
372e5a90-c02e-3fa7-b0f0-cf81d2fc293f;3bff1c8b-026b-35f0-a4f0-87bf4e1468b5;1;Water, CA;emissions to water/river;;Water, CA;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
0f4f9898-2d61-3acc-81a1-6700b73e9d9a;a273328e-1dfc-3918-b58a-fa965dc45db2;1;Water, CA;emissions to water/unspecified;;Water, CA;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
dd3e30b2-ff87-3db8-ba64-8465ea8d624c;301f2cb6-9672-3d86-ab17-b04d283656da;1;Water, CH;emissions to air/unspecified;;Water, CH;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
588ec84c-c267-39cc-8a46-70abd72d9758;200b628c-ac2c-3864-bb86-3ac8c5e442d4;1;Water, CH;emissions to water/river;;Water, CH;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
effd4297-03a9-3233-853e-0a97beae1ad4;f6080ed9-2b32-318e-9873-fdcf738eb819;1;Water, CH;emissions to water/unspecified;;Water, CH;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
8051cb7d-6ff2-3211-be43-9461e5d841bc;116e84cf-7faa-32b5-b7c8-dc3fdefd67a7;1;Water, CL;emissions to air/unspecified;;Water, CL;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5f1c4fe8-4f92-3ad5-88a0-6f9def6e0b3c;9b709486-884f-3e43-8acd-28289ca79b0e;1;Water, CL;emissions to water/unspecified;;Water, CL;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
b0befbda-6eed-35a1-bad5-b042018e67a8;4d77a20d-8ed9-3081-ada0-58d2c49a8333;1;Water, CM;emissions to water/unspecified;;Water, CM;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;m3;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3
