2ba5e39b-adb6-4767-a51d-90c1cf32fe98;662d614d-526d-399e-baca-bdbee81ed754;1;Uranium;Elementary flows/Resource/in ground;;Uranium;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
aad22438-7b99-390d-8932-2f0b285eb8fb;103526c7-75c0-3dff-ba42-ea06884249b8;1;Uranium;Elementary flows/Resource/land;;Uranium;resources/land;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ed65c408-2351-4f62-8430-dcd2f62ab70e;4c46ddb8-3e20-3018-93b7-94b68b47f968;1;Uranium;Elementary flows/Resource/unspecified;;Uranium;resources/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
16916dd2-a145-4cb2-9769-19c551b2ff5e;d5ca7431-e06a-38fc-bcf7-195e94706fbd;1;Uranium alpha;Elementary flows/Emission to air/low population density;;Uranium alpha;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
306f6179-2458-44a3-ab63-c0f9fdfe669c;663b8cad-d4c4-3486-8f76-ddb719b4c832;1;Uranium alpha;Elementary flows/Emission to water/lake;;Uranium alpha;emissions to water/lake;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
1df3b7a5-3409-4e27-87ab-6573323e7883;ee4c04e0-be77-30f6-b845-c2a087740817;1;Uranium alpha;Elementary flows/Emission to water/river;;Uranium alpha;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
1cb0b78b-6fd5-4193-8144-d47478920ced;1fe30ecf-4c62-3700-a0e4-36f3d02d7a7e;1;Uranium alpha;Elementary flows/Emission to water/unspecified;;Uranium alpha;emissions to water/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
ac98d2a4-4985-49f9-b4e2-fc896ef145b6;3651ae4f-a908-3c33-ba8a-c2a62f60c95e;1;Uranium-234;Elementary flows/Emission to air/low population density;;Uranium-234;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
bf112355-f868-42b8-8f39-6f2901cc38b9;de352144-c8b1-31c8-b9ab-5ce2f83d62e5;1;Uranium-234;Elementary flows/Emission to air/unspecified;;Uranium-234;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
67cb4d1f-1729-409a-945b-cd00a7c02eb5;65935d3f-301c-310c-9433-3f01c460a527;1;Uranium-234;Elementary flows/Emission to water/lake;;Uranium-234;emissions to water/lake;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
28b4d99e-6111-4ef9-8c34-10f94fff9309;fb9cdfe4-74cb-3f07-8d24-430f673b08b5;1;Uranium-234;Elementary flows/Emission to water/ocean;;Uranium-234;emissions to water/ocean;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
97db3d38-00fc-417e-a1e8-2fd4fa7dc191;91cbfb29-af03-31be-a22c-4c5086430a65;1;Uranium-234;Elementary flows/Emission to water/fresh water;;Uranium-234;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
1869fd74-ed68-4814-9596-12315b1e810d;e8dcb5f5-5ad9-3945-82e9-ea96a94deafd;1;Uranium-234;Elementary flows/Emission to water/unspecified;;Uranium-234;emissions to water/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
6b44284d-6941-4ae6-815e-ce87f5b603bb;dfb7a895-b0ea-3e77-820f-4ca88f22ab3e;1;Uranium-235;Elementary flows/Emission to air/low population density;;Uranium-235;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
698d08b4-fee6-40d4-93dd-24a28d48df45;eb3da3f9-60ae-3b0a-9e3e-396dd860f33a;1;Uranium-235;Elementary flows/Emission to air/unspecified;;Uranium-235;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
821c383d-2f47-4b00-968c-88b269955a00;a86df433-7d87-3dbe-8b9c-78c698d2b43a;1;Uranium-235;Elementary flows/Emission to water/lake;;Uranium-235;emissions to water/lake;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
620e4fde-d96a-4354-b354-53b8b4187d80;d95f5c5e-07d5-3753-a2ba-277a8455e1a0;1;Uranium-235;Elementary flows/Emission to water/fresh water;;Uranium-235;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
4d466648-95dd-4866-97ad-6008746d32ab;ad7e5877-8d5a-3aa9-99d7-317e6046a36d;1;Uranium-235;Elementary flows/Emission to water/unspecified;;Uranium-235;emissions to water/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
543421e8-f0b3-45a2-b0ed-03489e878138;0447f29b-eaad-31c5-8686-9ed0e7c8c309;1;Uranium-238;Elementary flows/Emission to air/high population density;;Uranium-238;emissions to air/high. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
e6aafd63-a6d5-41f7-9b82-45f791c7037c;c628ead9-8cc3-3592-b555-c280e2821db3;1;Uranium-238;Elementary flows/Emission to air/low population density;;Uranium-238;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
c36056d2-5101-4198-b13b-fdc0a8cf27ee;ba3bac64-f01a-3738-94b5-02f1569f9bed;1;Uranium-238;Elementary flows/Emission to air/unspecified;;Uranium-238;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
16cd83f0-c5c0-4b6f-8dd0-26d4e3b9a017;a7ff02d6-950e-32e0-98d0-edbb89299264;1;Uranium-238;Elementary flows/Emission to water/ground water;;Uranium-238;emissions to water/groundwater;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
cf839cca-1e56-4758-9417-b9a15e414206;28099739-6dd5-3383-a226-82d2cb1ac66c;1;Uranium-238;Elementary flows/Emission to water/lake;;Uranium-238;emissions to water/lake;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
c407952d-43b2-49c4-a756-26e5e76bfbbf;cd1c51d6-7470-39b6-8e6a-bed53ae5cb47;1;Uranium-238;Elementary flows/Emission to water/ocean;;Uranium-238;emissions to water/ocean;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
75ebd471-2671-4b1e-b6b7-e18ea4a4f26c;67b39fa6-ffdf-3293-a1eb-c78cac645373;1;Uranium-238;Elementary flows/Emission to water/fresh water;;Uranium-238;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
71d27d29-04f2-421a-981f-5c5c2b00486f;8c574598-be06-31d1-bd38-8d53cfb687aa;1;Uranium-238;Elementary flows/Emission to water/unspecified;;Uranium-238;emissions to water/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
7d54ebd3-7128-4465-a1a3-6592d8d030bd;8c967b00-d494-3db7-94b5-4fd40d3e7a8d;1;Urea;Elementary flows/Emission to water/fresh water;;Urea;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
59e1e295-5efb-3dff-8379-8f3c75bec7a4;834e464b-79c9-30d6-82bf-9eacf038ba98;1;Used air;Elementary flows/Emission to air/unspecified;;Used air;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2cba713d-ab0b-44cb-babb-f8cac262554f;70ec6dc2-b985-3b37-bae6-e2313f97f23f;1;Vanadium V;Elementary flows/Emission to air/high population density;;Vanadium;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
481c0dd4-3ab2-47b5-94c4-b990e8a9dde5;d404e67e-e1f6-3fcb-914e-b8e9f598d061;1;Vanadium V;Elementary flows/Emission to air/low population density;;Vanadium;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b8de5961-4e83-4731-bac1-77a4d01234a4;9dc9fe1c-c42d-327f-9404-00627852fb9d;1;Vanadium V;Elementary flows/Emission to air/low population density, long-term;;Vanadium;emissions to air/low. pop., long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
591b0a62-8064-4697-86ed-47bfa1f8b5e6;7f46fc46-5293-3bde-af49-10da2f178373;1;Vanadium V;Elementary flows/Emission to air/unspecified;;Vanadium;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
adfb11ec-7a41-47da-abc2-c92c59810e50;de5670d6-ddf2-3e56-88d0-766459c409b4;1;Vanadium V;Elementary flows/Emission to soil/agricultural;;Vanadium;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1a5850a0-0069-4b73-bb91-7a61e8d45ae5;16127e98-117f-37de-b3c2-2dde16b6cb9f;1;Vanadium V;Elementary flows/Emission to soil/industrial;;Vanadium;emissions to soil/industrial;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
4122276a-89a6-4e31-ad7d-19568cecf9ce;933749b3-e0b7-3433-887f-c52f3159abc7;1;Vanadium V;Elementary flows/Emission to soil/unspecified;;Vanadium;emissions to soil/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a708a1f6-7297-45ba-8fda-47a1ce6f11c3;f02fd696-01c0-37ef-9237-c8517803aabd;1;Vanadium V;Elementary flows/Emission to water/fresh water;;Vanadium;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a3178646-f9e4-3a94-9988-e81e3935aea7;247b772f-b50f-376e-87c4-3579aa5d6f41;1;Vanadium V;Elementary flows/Emission to water/ground water;;Vanadium;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
41dbbe1f-06e1-4a34-8497-5986be8f9e51;37f4d919-76cc-37ec-ab3c-bf0f9371d44b;1;Vanadium V;Elementary flows/Emission to water/ground water, long-term;;Vanadium;emissions to water/groundwater, long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
645687e9-58d1-36bf-a28c-9fe0735146c5;e7c5713c-8865-39b6-9904-723644bab324;1;Vanadium V;Elementary flows/Emission to water/lake;;Vanadium;emissions to water/lake;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
dbdc3ea8-cc2b-4dbe-82b9-e954e333281d;800cce20-11e8-3e4f-a0ce-38b5ed5591f7;1;Vanadium V;Elementary flows/Emission to water/ocean;;Vanadium;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9ba627f4-3a6c-4dd6-8598-4e1639fbd85a;339c907b-c6cc-369c-bb03-03e9724dc6b8;1;Vanadium V;Elementary flows/Emission to water/unspecified;;Vanadium;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c9c4b80a-73dd-415a-92fb-f877595651c1;2bde763c-6d62-3d05-ae9b-e534904d35a6;1;Vanadium;Elementary flows/Resource/in ground;;Vanadium;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
bea19217-6a28-4711-8142-2e71090c0b46;638aa19d-600f-3ff6-9b1a-84047deb14b9;1;Vermiculite;Elementary flows/Resource/in ground;;Vermiculite;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
7db70809-e30b-4633-992e-2cfe03891907;ba5140b5-da39-3299-a5a8-8362b066b302;1;Vinclozolin;Elementary flows/Emission to soil/agricultural;;Vinclozolin;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1d444a45-70c4-4718-8427-1c0fff91f88e;734a9801-60cd-3600-b459-5b00a5053e8c;1;Vinyl acetate;Elementary flows/Emission to air/unspecified;;Vinyl acetate;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
37b1a5b2-9b3b-4966-a979-084cf2091128;2380af8c-598e-3032-bb95-fdba520c85c1;1;Vinyl acetate;Elementary flows/Emission to water/unspecified;;Vinyl acetate;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a028e2af-de2b-4e29-9d6b-a56d6a50f10f;6a408b04-a444-3391-a24d-1739a1adab60;1;VOC, volatile organic compounds, unspecified origin;Elementary flows/Emission to air/unspecified;;VOC, volatile organic compounds, unspecified origin;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
113746e5-66a9-4d8c-b72b-4a99e7fcd052;388b853b-d7c8-3ea2-8c01-7d62c13d3c48;1;VOC, volatile organic compounds;Elementary flows/Emission to water/ocean;;VOC, volatile organic compounds, unspecified origin;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f2b42152-1663-42c9-9be6-4e6bf2c643e4;b5f4d8e2-a1ed-3c43-8204-8e61028db371;1;VOC, volatile organic compounds;Elementary flows/Emission to water/fresh water;;VOC, volatile organic compounds, unspecified origin;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9ba627f4-3a6c-4dd6-8598-4e1639fbd85a;755ea8cc-84a2-3f72-8848-8f48f0d1d0aa;1;VOC, volatile organic compounds;Elementary flows/Emission to water/unspecified;;VOC, volatile organic compounds, unspecified origin;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f6df5030-8e06-4276-bfeb-219db8dab104;1f708fec-e109-325a-8df1-de729ec8924a;1;Volume occupied, final repository for low-active radioactive waste;Elementary flows/Resource/in ground;;Volume occupied, final repository for low-active radioactive waste;resources/in ground;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
adb4b590-7fb2-47b6-84e7-d4746a94c7b5;93d90688-3ac8-347a-a1a5-968c5faac313;1;Volume occupied, final repository for radioactive waste;Elementary flows/Resource/in ground;;Volume occupied, final repository for radioactive waste;resources/in ground;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
9a9d71c7-79f7-42d0-af47-282d22a7cf07;62f7bae3-3c7d-3555-84b4-904eff843159;1;Volume occupied, reservoir;Elementary flows/Resource/in water;;Volume occupied, reservoir;resources/in water;;441238a3-ba09-46ec-b35b-c30cfba746d1;Volume*Time;;;ee5f2241-18af-4444-b457-b275660e5a20;m3*a;;m3y
8bd1295e-4af1-4177-88a2-6f56ac8e4546;511420df-1e7d-33e3-b15e-a5fb79c486fc;1;Volume occupied, underground deposit;Elementary flows/Resource/in ground;;Volume occupied, underground deposit;resources/in ground;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
263edb08-9a69-3ddc-9e39-595776529614;263edb08-9a69-3ddc-9e39-595776529614;1;Waste mass, total, placed in landfill;Elementary flows/Resource/in ground;;Waste mass, total, placed in landfill;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2cf8d1c2-8f38-44d3-a1fe-fb797f775b66;d4f27de0-e3cf-3ca5-87bd-d2c16d02aa59;1;Waste water;Elementary flows/Emission to water/ocean;;Waste water;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
72721c4e-d589-4ad7-8c5e-4228b8690ddb;c0df3313-cdec-33b2-ab07-e776ec7e09ca;1;Waste water;Elementary flows/Emission to water/fresh water;;Waste water;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b61cc486-7a9d-3880-a2ae-1bc3a65d0f43;4838e173-0988-3e27-b823-76c192c2c4b5;0.001;Waste water;Elementary flows/Emission to water/unspecified;;Waste water/m3;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;m3
6b99e3e0-59ed-43cf-a17b-d5edea71e1bd;b7e39450-5bc4-3408-aca0-80421f8c52e0;1;Water;Elementary flows/Emission to air/high population density;;Water;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d0fa3cee-a088-49c0-b80e-f3acac182f0b;a7bea606-94ca-3d13-807e-41ae52d67dd8;1;Water;Elementary flows/Emission to air/low population density;;Water;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
5677a205-a4fb-44cd-9c62-05195db926a6;b5222038-915b-3a90-9713-badeda8b5397;1;Water;Elementary flows/Emission to air/lower stratosphere + upper troposphere;;Water;emissions to air/stratosphere + troposphere;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
8864b4ad-7348-469e-b2d3-48610ffd4fca;b6e14a90-a192-35e6-9f79-1732dd24b8e0;1;Water;Elementary flows/Emission to air/unspecified;;Water;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
6e9312ec-1e02-4232-9589-0746bc67d4e6;005deb84-80d8-3d21-b9b0-ebca7caf4486;1;Water;Elementary flows/Emission to water/ground water;;Water;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ed3fdab8-6123-4c08-a25b-0a74a7fa779a;d829810a-6ff5-30e5-9fb2-bfbb9cd9cd02;1;Water;Elementary flows/Emission to water/ocean;;Water;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
19229850-3ddf-3c30-bfa5-b356b7be2fbd;91f4a143-503f-35f0-9103-dfae145c8cb7;1;Water;Elementary flows/Emission to water/river;;Water;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
3564b893-744f-326d-a75d-a086409ef6ca;3da4eca1-e53b-344e-b97a-b0d95e437a4b;1;Water;Elementary flows/Emission to water/unspecified;;Water;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e16520ae-28cc-4fd6-a6bc-57052921753e;89c7d449-6a69-3aa8-9d3b-cbef89573095;1;Water, AE;Elementary flows/Emission to water/river;;Water, AE;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
df8e6d6e-1a54-34df-a3b2-389170ead31f;4827a591-8f29-31f6-b09e-3cb0232263f3;1;Water, AO;Elementary flows/Emission to water/river;;Water, AO;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
933f549b-58e6-3178-9ea7-1c6d51793669;7282b532-f62e-3246-97ce-30c0325d18bf;1;Water, AR;Elementary flows/Emission to water/river;;Water, AR;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
7c8fd9d5-7d63-304f-92dc-f828a53b6fcf;51b44978-81ab-3130-9d51-ef464e44fa36;1;Water, AT;Elementary flows/Emission to air/unspecified;;Water, AT;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1dee5e4c-8599-32e3-8b54-e88d4dd784ce;c5f0c1f2-1759-306a-80a2-e864faea4228;1;Water, AT;Elementary flows/Emission to water/unspecified;;Water, AT;emissions to water/unspecified;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
e611414e-1245-3c07-b7c4-6971ee4bf4bc;e503c74b-6155-32ca-8444-32f9ed1fa031;1;Water, AU;Elementary flows/Emission to air/unspecified;;Water, AU;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
8295b7e0-0823-3e07-83e8-47602b3095f4;0a6df63c-00d3-3b63-8f5a-782d9b011c2d;1;Water, AU;Elementary flows/Emission to water/river;;Water, AU;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
dface97f-f556-3e56-bc75-0ef54d0207a5;59dd0e86-fdb8-3fb6-aecc-4839d808e2ee;1;Water, AU;Elementary flows/Emission to water/unspecified;;Water, AU;emissions to water/unspecified;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
29c3ea6e-ce64-3c67-a9ce-a1cc8da4a8bb;8d5568c8-e526-349c-82d1-f2d1dc0480a2;1;Water, AZ;Elementary flows/Emission to water/ocean;;Water, AZ;emissions to water/ocean;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
61f78e3a-9b29-3be6-8743-be3154f3a2a1;f2ffb1e7-7c58-3d6d-8aae-71e25ddc9333;1;Water, AZ;Elementary flows/Emission to water/river;;Water, AZ;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
ace7b642-6e30-3cad-a04f-200b3b0c5d21;d5e002a5-b65d-3091-9f13-40cadce92035;1;Water, BA;Elementary flows/Emission to air/unspecified;;Water, BA;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
88c0b05c-40e9-353e-b8ab-1a92a960b543;fe521635-c446-3d2d-80d4-ecd38d85c22e;1;Water, BA;Elementary flows/Emission to water/unspecified;;Water, BA;emissions to water/unspecified;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
98f556eb-e45d-3acd-bcdf-74f4f720310d;a603f0b2-52bd-3d44-8b48-ef901e452699;1;Water, BE;Elementary flows/Emission to air/unspecified;;Water, BE;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c3964198-dccc-35a4-b9d1-985e171969d0;533c167d-6901-342e-a66a-6067db78d9d8;1;Water, BE;Elementary flows/Emission to water/river;;Water, BE;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
1a7ccadf-90d4-3dd1-ad01-17c0ab9739ef;fd29f386-049a-3a1c-bdd5-b47a9aace233;1;Water, BE;Elementary flows/Emission to water/unspecified;;Water, BE;emissions to water/unspecified;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
4a71535f-60a0-3834-8361-edaf0a8905ab;7dc6a9cd-8e26-35a2-a0d5-4eac00b61bec;1;Water, BO;Elementary flows/Emission to water/river;;Water, BO;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
e21021ad-6c67-3885-bd39-6a1b9195af06;a07b9cde-34c9-3524-8f3b-b96b82495f0c;1;Water, BR;Elementary flows/Emission to air/unspecified;;Water, BR;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
29a9157e-42d5-3e71-ab26-dd76fec002d8;b3798736-b667-39b3-88b4-bf62c5ed7b94;1;Water, BR;Elementary flows/Emission to water/river;;Water, BR;emissions to water/river;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
e50d7a5a-6b25-39a4-8e1b-8d45c04162a3;2e21da35-2dec-31b5-93a8-3602fa66220f;1;Water, BR;Elementary flows/Emission to water/unspecified;;Water, BR;emissions to water/unspecified;;93a60a56-a3c8-22da-a746-0800200c9a66;Volume;;;1c3a9695-398d-4b1f-b07e-a8715b610f70;m3;;m3
