ID,Name,Description,Category,Flow type,CAS number,Chem. formula,Reference flow property
29d583f8-af5b-3dca-b5d4-0024ab013200,(+-)-Citronellol,,Elementary flows/Emission to air/low population density,elementary,026489-01-0,,Mass
69a5668f-dfa8-33c9-8a7e-a42eb750a816,(+-)-Citronellol,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,026489-01-0,,Mass
887788e9-2fc8-3712-b7a0-25e8d5be91fd,(+-)-Citronellol,,Elementary flows/Emission to water/unspecified,elementary,026489-01-0,,Mass
e82267aa-64fa-3637-b9a9-cfd4f42aee95,(+-)-Citronellol,,Elementary flows/Emission to air/unspecified,elementary,026489-01-0,,Mass
0e4bfc56-0910-367e-affc-39af2ffa5f6b,(+-)-Citronellol,,Elementary flows/Emission to soil/industrial,elementary,026489-01-0,,Mass
fa263e97-a738-39b6-a316-b22b4905f6c7,(+-)-Citronellol,,"Elementary flows/Emission to water/ground water, long-term",elementary,026489-01-0,,Mass
1debbfca-f4e2-37d3-b5fc-683c4e193990,(+-)-Citronellol,,Elementary flows/Emission to soil/agricultural,elementary,026489-01-0,,Mass
a8577aee-a356-30a9-8a29-a070fe001e4b,(+-)-Citronellol,,Elementary flows/Emission to water/river,elementary,026489-01-0,,Mass
a4f81b93-99a0-3006-8105-23becafd589b,(+-)-Citronellol,,"Elementary flows/Emission to air/low population density, long-term",elementary,026489-01-0,,Mass
7f46442f-5568-3454-a5c3-3224cda11167,(+-)-Citronellol,,Elementary flows/Emission to air/indoor,elementary,026489-01-0,,Mass
883c1615-07ba-3c0c-9371-36ba900aa089,(+-)-Citronellol,,Elementary flows/Emission to soil/unspecified,elementary,026489-01-0,,Mass
03e487e9-a031-3605-8c84-98dbacafa25f,(+-)-Citronellol,,Elementary flows/Emission to water/ocean,elementary,026489-01-0,,Mass
a5172014-61a5-3df8-ad83-894441acae3e,(+-)-Citronellol,,Elementary flows/Emission to air/high population density,elementary,026489-01-0,,Mass
4782f21c-9ab9-38d0-97ea-78b1d0def79f,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,"Elementary flows/Emission to air/low population density, long-term",elementary,007534-94-3,,Mass
27185a2d-dfa6-3a0f-be51-6045f3a6605f,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,Elementary flows/Emission to air/low population density,elementary,007534-94-3,,Mass
ca9ba80f-1de5-357f-a060-99987b5781cc,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,007534-94-3,,Mass
20460473-8e62-35e6-9bfc-a8e21028a82a,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,Elementary flows/Emission to air/indoor,elementary,007534-94-3,,Mass
3eb3f389-8509-304c-a0d0-ba177ad5a548,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,Elementary flows/Emission to air/unspecified,elementary,007534-94-3,,Mass
7e79d839-2445-35f6-9c04-0d8ed18c742a,"(1,7,7-Trimethyl-6-bicyclo[2.2.1]heptanyl) 2-methylprop-2-enoate",,Elementary flows/Emission to air/high population density,elementary,007534-94-3,,Mass
33fb3a70-dc75-3a1b-b2a6-89a546e749d6,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to air/low population density,elementary,000464-49-3,,Mass
17a67a87-5e40-301a-8e7f-ad6a9bc6ef11,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to soil/agricultural,elementary,000464-49-3,,Mass
595b06a1-1b38-39bd-bd6c-79e01f45f164,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to water/unspecified,elementary,000464-49-3,,Mass
9ce7f0d5-6d4f-3bff-b2fb-e621ec2bd252,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to air/indoor,elementary,000464-49-3,,Mass
6f306d37-5030-4da2-8171-937de036a478,"(1R,4R)-(+)-CAMPHOR",,Elementary flows/Emission to soil/unspecified,elementary,000464-49-3,,Mass
00c3eaf0-7c2f-3f63-a756-37ffbd4f2b21,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to air/high population density,elementary,000464-49-3,,Mass
f7b98956-9e40-31f3-8455-b9d9c7cd7375,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to air/unspecified,elementary,000464-49-3,,Mass
b2e1ca51-5ce3-3427-8ef1-288d029edbf4,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to water/ocean,elementary,000464-49-3,,Mass
29b54363-be1c-370b-9ed0-d198a7a90bca,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to soil/forestry,elementary,000464-49-3,,Mass
944e1282-d21d-3be7-9ca7-9c9dee621a13,"(1r,4r)-(+)-Camphor",,"Elementary flows/Emission to water/ground water, long-term",elementary,000464-49-3,,Mass
a7835131-3d2b-3e40-a7af-8493ebfabcbf,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to water/river,elementary,000464-49-3,,Mass
0b62f0e1-2782-3f86-8962-549ef45d6ec2,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to soil/industrial,elementary,000464-49-3,,Mass
54fa6000-b2ea-3272-9226-c92f1e39b48c,"(1r,4r)-(+)-Camphor",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000464-49-3,,Mass
e1f43a25-914d-3bc6-8c27-04c739f26280,"(1r,4r)-(+)-Camphor",,"Elementary flows/Emission to air/low population density, long-term",elementary,000464-49-3,,Mass
76faabef-4ccc-49e1-8f90-9bba6aa50da4,(1s)-(-)-alpha-pinene,,Elementary flows/Emission to air/unspecified,elementary,007785-26-4,C10H16,Mass
5d7ca399-13af-30ed-8926-afd3dc1f2825,"(3,4-Diethyl-6-methyloctyl) acetate",,Elementary flows/Emission to air/unspecified,elementary,108419-35-8,,Mass
863345c7-d471-49e9-ab79-8bc6124d50d0,"(4s,5s)-1,1,2,2,3,3,4,5-octafluorocyclopentane",,Elementary flows/Emission to air/unspecified,elementary,,,Mass
74312106-172f-3e4d-8894-8da7733113ef,"(E)-1,2,3,3,3-Pentafluoroprop-1-ene",,Elementary flows/Emission to air/unspecified,elementary,005595-10-8,,Mass
58b3cc0e-1a8b-4435-a9a8-561898c6b3e2,(e)-1-chloro-2-fluoroethene,,Elementary flows/Emission to air/unspecified,elementary,,,Mass
c65a3e20-ae1a-3953-aafe-793aaeffbddf,"(E)-1-Chloro-3,3,3-trifluoroprop-1-ene",,Elementary flows/Emission to air/unspecified,elementary,102687-65-0,,Mass
e475221d-6d76-3c74-8d7d-3ad9d4d274ad,"(E,Z)-2,13-Octadecadienyl acetate",,Elementary flows/Emission to soil/agricultural,elementary,086252-65-5,,Mass
11060282-d1f7-3679-84d9-67542732c05c,"(E,Z)-octadeca-3,13-dienyl acetate",,Elementary flows/Emission to soil/agricultural,elementary,053120-26-6,,Mass
4d21069a-624a-3b17-9feb-70514df7a5ed,(Perfluorobutyl)ethylene,,Elementary flows/Emission to air/indoor,elementary,019430-93-4,,Mass
1e41f6f5-d909-350c-8b4e-b68d260807e0,(Perfluorobutyl)ethylene,,Elementary flows/Emission to air/unspecified,elementary,019430-93-4,,Mass
3ec12537-b87e-383a-8c19-eee6b3850b58,(Perfluorobutyl)ethylene,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,019430-93-4,,Mass
269e987e-733e-3bd6-829d-950663a37c40,(Perfluoroctyl)ethylene,,Elementary flows/Emission to air/unspecified,elementary,021652-58-4,,Mass
233ec4bb-ba04-3dd0-b785-9909c09510be,(Perfluorohexyl)ethylene,,Elementary flows/Emission to air/unspecified,elementary,025291-17-2,,Mass
9bc993d4-fb48-3a0b-b62c-a12ff6fa46e7,(R)-2-(4-chloro-2-methylphenoxy)propionic acid,,Elementary flows/Emission to soil/unspecified,elementary,,,Mass
d69bd218-712d-3d2a-bb84-4e72c03eb7ed,"(Z)-1,1,1,4,4,4-Hexafluorobut-2-ene",,Elementary flows/Emission to air/unspecified,elementary,000692-49-9,,Mass
e9d29ed6-79d1-3f33-8203-dc76f07b3f70,"(Z)-1,2,3,3,3-Pentafluoroprop-1-ene",,Elementary flows/Emission to air/unspecified,elementary,005528-43-8,,Mass
db7344e3-74a1-3ae0-bd71-8eead80c808c,"(Z)-1,3,3,3-Tetrafluoroprop-1-ene",,Elementary flows/Emission to air/unspecified,elementary,029118-25-0,,Mass
ba1160e6-ad16-3f67-a6b8-a0faaa6cb517,1'-Acetoxysafrole,,Elementary flows/Emission to water/lake,elementary,034627-78-6,,Mass
90e15f2a-e993-3e11-8323-2153a7ba9e21,1'-Acetoxysafrole,,Elementary flows/Emission to soil/industrial,elementary,034627-78-6,,Mass
ff849f94-3e07-3141-b619-36cd41836f93,1'-Acetoxysafrole,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,034627-78-6,,Mass
cc3ae773-7611-3374-9409-9648b2a5b277,1'-Acetoxysafrole,,Elementary flows/Emission to air/unspecified,elementary,034627-78-6,,Mass
846c0979-06f9-3927-9cdc-b7b40b0e97e0,1'-Acetoxysafrole,,Elementary flows/Emission to water/river,elementary,034627-78-6,,Mass
55a2856e-5216-3584-8eaf-f55a9186f613,1'-Acetoxysafrole,,"Elementary flows/Emission to water/river, long-term",elementary,034627-78-6,,Mass
5bde6063-9c3e-3848-97ae-9e5afab9bebb,1'-Acetoxysafrole,,Elementary flows/Emission to water/ground water,elementary,034627-78-6,,Mass
68ce1224-b67e-3d88-90db-90b3f50fd7ae,1'-Acetoxysafrole,,"Elementary flows/Emission to water/ground water, long-term",elementary,034627-78-6,,Mass
86c09a60-440c-3007-9df8-e59d34c0186e,1'-Acetoxysafrole,,Elementary flows/Emission to water/ocean,elementary,034627-78-6,,Mass
ca9046b3-088e-3a17-8ead-151211fc5ebf,1'-Acetoxysafrole,,Elementary flows/Emission to air/high population density,elementary,034627-78-6,,Mass
72e40623-f2f5-39fd-8dd0-dad9a57e7dd2,1'-Acetoxysafrole,,Elementary flows/Emission to water/unspecified,elementary,034627-78-6,,Mass
c0fe528c-e206-3fa0-98c0-38974368695b,1'-Acetoxysafrole,,Elementary flows/Emission to air/low population density,elementary,034627-78-6,,Mass
e061be05-a31e-3773-9986-589332308182,1'-Acetoxysafrole,,Elementary flows/Emission to soil/agricultural,elementary,034627-78-6,,Mass
e281dce2-33f3-39f0-b47d-b8092de2859a,1'-Acetoxysafrole,,"Elementary flows/Emission to air/low population density, long-term",elementary,034627-78-6,,Mass
6bd8a57c-c62d-30df-bdf7-555d39791fb6,1'-Acetoxysafrole,,Elementary flows/Emission to air/indoor,elementary,034627-78-6,,Mass
f50ee98c-1b8a-3c15-8ccd-47c4a70bf08b,1'-Acetoxysafrole,,Elementary flows/Emission to soil/forestry,elementary,034627-78-6,,Mass
7a235fca-e01a-3418-8ffa-beabbdea13a3,1'-Acetoxysafrole,,Elementary flows/Emission to soil/unspecified,elementary,034627-78-6,,Mass
474a9d1a-fb5e-36f6-9096-f3d17c57864e,1'-Hydroxyestragole,,"Elementary flows/Emission to water/ground water, long-term",elementary,051410-44-7,,Mass
6377f61c-a40c-36ec-bd33-336b7ac72008,1'-Hydroxyestragole,,Elementary flows/Emission to air/high population density,elementary,051410-44-7,,Mass
6198e1e8-4094-35cf-853e-0046da1ac259,1'-Hydroxyestragole,,Elementary flows/Emission to soil/industrial,elementary,051410-44-7,,Mass
0b20a655-4331-3944-9528-3983abb82704,1'-Hydroxyestragole,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,051410-44-7,,Mass
68ca2899-9495-36bb-a47c-79cde123b118,1'-Hydroxyestragole,,Elementary flows/Emission to soil/forestry,elementary,051410-44-7,,Mass
3423712b-51b9-3e15-9f13-abed75685a39,1'-Hydroxyestragole,,Elementary flows/Emission to water/ocean,elementary,051410-44-7,,Mass
2e770a80-01db-3a8b-ba46-4e8fe74852dd,1'-Hydroxyestragole,,Elementary flows/Emission to water/river,elementary,051410-44-7,,Mass
8904aa58-6f0f-30bb-8de1-b2d2da70814c,1'-Hydroxyestragole,,Elementary flows/Emission to water/ground water,elementary,051410-44-7,,Mass
bfd447a6-0874-3bf9-b513-80cfee91eed7,1'-Hydroxyestragole,,Elementary flows/Emission to water/unspecified,elementary,051410-44-7,,Mass
f76a9ae4-8144-3ee6-bf45-88dc759b6544,1'-Hydroxyestragole,,Elementary flows/Emission to air/unspecified,elementary,051410-44-7,,Mass
c4808814-3ab1-3bc9-a44c-704ed7b651e2,1'-Hydroxyestragole,,Elementary flows/Emission to water/lake,elementary,051410-44-7,,Mass
33de7fb1-84c0-319b-9269-4e2d1566399e,1'-Hydroxyestragole,,Elementary flows/Emission to soil/agricultural,elementary,051410-44-7,,Mass
7543dedb-3e5d-4ea5-b5a2-fb4b00081fd7,1'-Hydroxyestragole,,Elementary flows/Emission to soil/unspecified,elementary,051410-44-7,,Mass
028df81e-ecc6-383d-8f73-85bea9a8b7a2,1'-Hydroxyestragole,,"Elementary flows/Emission to air/low population density, long-term",elementary,051410-44-7,,Mass
e2efe106-954c-36a0-a522-067fa0b21d86,1'-Hydroxyestragole,,Elementary flows/Emission to air/low population density,elementary,051410-44-7,,Mass
54224dca-f800-3f19-a21b-939162f6c673,1'-Hydroxyestragole,,Elementary flows/Emission to air/indoor,elementary,051410-44-7,,Mass
e3701119-543e-314d-b94b-bae76cc8cc8d,1'-Hydroxyestragole,,"Elementary flows/Emission to water/river, long-term",elementary,051410-44-7,,Mass
9b4600ee-c492-34b2-9de9-fa465a99e6bc,1'-Hydroxysafrole,,Elementary flows/Emission to water/unspecified,elementary,005208-87-7,,Mass
ac9cdd6b-0fae-4594-aeae-ee54fe5814c4,1'-Hydroxysafrole,,Elementary flows/Emission to soil/unspecified,elementary,005208-87-7,,Mass
55bdb1ee-4f40-3b46-81a0-2fe41d78e8d9,1'-Hydroxysafrole,,"Elementary flows/Emission to water/river, long-term",elementary,005208-87-7,,Mass
0c459494-7e0f-33a6-bc1c-11581ccac7cf,1'-Hydroxysafrole,,Elementary flows/Emission to air/high population density,elementary,005208-87-7,,Mass
8c7160bc-6bce-36f8-bb8e-f5adaf06a8bc,1'-Hydroxysafrole,,Elementary flows/Emission to air/unspecified,elementary,005208-87-7,,Mass
4b532924-8e83-3ef8-96bd-d96b8e7271f1,1'-Hydroxysafrole,,Elementary flows/Emission to air/low population density,elementary,005208-87-7,,Mass
36c2d0a8-332c-330e-b1e4-143c8abdf658,1'-Hydroxysafrole,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,005208-87-7,,Mass
7009a7fb-26c5-305b-87e2-3d0610ddf7e3,1'-Hydroxysafrole,,Elementary flows/Emission to water/river,elementary,005208-87-7,,Mass
f37437f9-3da7-38ea-89a7-1532ebe5dc5d,1'-Hydroxysafrole,,Elementary flows/Emission to soil/forestry,elementary,005208-87-7,,Mass
7ea08770-64fc-310e-a62e-04fd975b6b56,1'-Hydroxysafrole,,Elementary flows/Emission to soil/industrial,elementary,005208-87-7,,Mass
0f96d7c3-0f7d-312a-9f13-b84ebe276ad0,1'-Hydroxysafrole,,"Elementary flows/Emission to water/ground water, long-term",elementary,005208-87-7,,Mass
f0753cb5-6044-3e4d-acbd-cc05c58d36f1,1'-Hydroxysafrole,,Elementary flows/Emission to water/lake,elementary,005208-87-7,,Mass
b3c098e0-204e-3327-8aa0-7ea8848fed87,1'-Hydroxysafrole,,Elementary flows/Emission to soil/agricultural,elementary,005208-87-7,,Mass
f8bf0e78-a8b2-3252-9544-ee730649c82f,1'-Hydroxysafrole,,"Elementary flows/Emission to air/low population density, long-term",elementary,005208-87-7,,Mass
26033600-c08c-3e81-85e4-495dce5e8c87,1'-Hydroxysafrole,,Elementary flows/Emission to air/indoor,elementary,005208-87-7,,Mass
6adf19a4-80e0-3013-a1fb-d93c0cd961aa,1'-Hydroxysafrole,,Elementary flows/Emission to water/ocean,elementary,005208-87-7,,Mass
620feb1f-b0f6-3846-9647-fcda0c5ab142,1'-Hydroxysafrole,,Elementary flows/Emission to water/ground water,elementary,005208-87-7,,Mass
fba769ee-cf33-32d2-bb0b-f54b7be51b98,"1,1'-Bianthracene -9,9',10,10'-tetrone, 4,4'-diamino-",,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
1fa4342a-e0b8-323a-bc19-c5e928049c20,"1,1'-Bianthracene -9,9',10,10'-tetrone, 4,4'-diamino-",,Elementary flows/Emission to water/unspecified,elementary,,,Mass
de6ec0d3-3476-3f81-b032-84bf034726e6,"1,1'-Bianthracene -9,9',10,10'-tetrone, 4,4'-diamino-",,Elementary flows/Emission to water/ocean,elementary,,,Mass
bcc41a73-2a62-3b17-83fc-721c1835f2bf,"1,1'-Bianthracene -9,9',10,10'-tetrone, 4,4'-diamino-",,Elementary flows/Emission to water/ground water,elementary,,,Mass
c661b70f-5448-4a09-9530-acf6baba9759,"1,1'-Biphenyl -4,4'-diamine, 3,3'-dimethoxy-",,Elementary flows/Emission to air/low population density,elementary,,,Mass
5b30a3eb-0b2f-32e5-95d4-88ba6b4fdd21,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to soil/industrial,elementary,033979-03-2,,Mass
c34a32b1-a0a9-3fd6-aa5a-2ff03aed65a9,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to water/ocean,elementary,033979-03-2,,Mass
97482964-936f-3d8f-8b2d-8863488fb355,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to air/high population density,elementary,033979-03-2,,Mass
5d915522-2722-30d8-ba08-122985c5dd14,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,"Elementary flows/Emission to air/low population density, long-term",elementary,033979-03-2,,Mass
8847bf28-4508-3371-8db4-668356cf169f,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to soil/unspecified,elementary,033979-03-2,,Mass
4fa3a4b7-0344-3326-b228-a55e71919cd6,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,033979-03-2,,Mass
ba1a4022-ac74-3dac-80d0-1ab26c439b53,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to air/indoor,elementary,033979-03-2,,Mass
9205a27c-b774-385b-a22e-307c808658f2,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to water/river,elementary,033979-03-2,,Mass
b64fade5-65da-3eb4-9d11-2daf40eb5470,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to air/unspecified,elementary,033979-03-2,,Mass
26b01474-4791-3453-bafe-115cab79f701,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to soil/forestry,elementary,033979-03-2,,Mass
5b3414e5-82a3-3350-be7b-87b78832f112,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to air/low population density,elementary,033979-03-2,,Mass
e2aa1f44-b666-39fc-8089-f792d458fa59,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to water/unspecified,elementary,033979-03-2,,Mass
d8c3ad87-2f47-3857-b756-97b4d7086e18,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,Elementary flows/Emission to soil/agricultural,elementary,033979-03-2,,Mass
cee85fac-8cd5-3980-bfc2-524f558db8b7,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",,"Elementary flows/Emission to water/ground water, long-term",elementary,033979-03-2,,Mass
94af051a-3990-3853-8f78-d0787e50b547,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to water/unspecified,elementary,002437-79-8,,Mass
9b72fd7d-7be0-31b6-833f-8ba1a27815bf,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,002437-79-8,,Mass
c94b4704-a172-3b57-a859-a0eda440e129,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to soil/industrial,elementary,002437-79-8,,Mass
56f11d51-af34-3523-ac82-3229ab58527b,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to air/indoor,elementary,002437-79-8,,Mass
7b723ffd-6b79-3c76-b022-2157bf731edf,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to air/high population density,elementary,002437-79-8,,Mass
6bab91e4-6542-3fbd-a56c-eb6ed528927a,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to air/unspecified,elementary,002437-79-8,,Mass
8cc21b35-7002-33e8-83b5-47ab98f1d037,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to water/ocean,elementary,002437-79-8,,Mass
d05c20af-39d2-3478-bcce-35044a91cb70,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to air/low population density,elementary,002437-79-8,,Mass
060a1d9e-d2d9-3ebe-945d-70d71b7c1188,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,"Elementary flows/Emission to water/ground water, long-term",elementary,002437-79-8,,Mass
193b0727-bc8b-37f4-b84e-aed357baff77,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to soil/unspecified,elementary,002437-79-8,,Mass
e44ac6c3-1d63-3832-97fb-49a723b091f9,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to water/river,elementary,002437-79-8,,Mass
9eedf878-b30e-38c3-bc45-0e68ba0f5a23,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,"Elementary flows/Emission to air/low population density, long-term",elementary,002437-79-8,,Mass
fb1459b8-50e3-3b0a-8fe8-6af51f2b1c88,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to soil/agricultural,elementary,002437-79-8,,Mass
952d0daa-8697-3732-ba4a-9f59f9b10cf9,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",,Elementary flows/Emission to soil/forestry,elementary,002437-79-8,,Mass
db5ae07e-1c6d-383d-8538-7fa564e7576f,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to soil/agricultural,elementary,037680-65-2,,Mass
97e141f9-e549-371a-9e21-9ce9f5743aba,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to soil/unspecified,elementary,037680-65-2,,Mass
2b3e4a33-d805-3282-bfb3-d98cc3cb7ca0,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to air/indoor,elementary,037680-65-2,,Mass
38bd23e7-389c-30dc-9d6a-a2498919bae7,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,037680-65-2,,Mass
5c2f8fd3-c3c0-3951-8d5f-cf6f8602db2f,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to soil/forestry,elementary,037680-65-2,,Mass
b9a00696-f08c-3c0d-8d9f-9455a57e3f78,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to air/low population density,elementary,037680-65-2,,Mass
0d308b34-4d8a-3cf5-9598-51f20525afae,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to water/unspecified,elementary,037680-65-2,,Mass
6f8a9aec-5437-3f7b-a5e3-2e1eaaa62740,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to soil/industrial,elementary,037680-65-2,,Mass
082a8afa-eb73-36cd-94c0-e61e47a2d0b7,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to water/river,elementary,037680-65-2,,Mass
990530b4-2219-3736-af42-c5058aa12248,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to water/ocean,elementary,037680-65-2,,Mass
0704f6c3-b1cc-34b6-b85d-37a9792e340b,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to air/high population density,elementary,037680-65-2,,Mass
81199f98-fca6-3378-9f6f-38d02b5cf51e,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,"Elementary flows/Emission to water/ground water, long-term",elementary,037680-65-2,,Mass
3fd6bbbf-e323-3b57-8a24-a34e17985a22,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,"Elementary flows/Emission to air/low population density, long-term",elementary,037680-65-2,,Mass
998c100e-bc8f-3e08-a91a-33ae4e609e4c,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",,Elementary flows/Emission to air/unspecified,elementary,037680-65-2,,Mass
e57b7be1-05f2-32c1-a2e0-101b192279db,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to water/river,elementary,015862-07-4,,Mass
20c6d52c-e703-348b-8f05-2fa8bb34652c,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to soil/unspecified,elementary,015862-07-4,,Mass
aa95f603-2b5e-382c-8bbf-e5c1debb9a1a,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to air/indoor,elementary,015862-07-4,,Mass
8aa2d51d-3af6-3819-a9fd-42e2695a7414,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to air/high population density,elementary,015862-07-4,,Mass
ee9a0c82-963a-3f77-9bae-09e8ede015e9,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to water/ocean,elementary,015862-07-4,,Mass
23d389a6-1a06-3785-8fb9-64e89314360b,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to air/low population density,elementary,015862-07-4,,Mass
feadbdfa-ecc6-37b7-92d2-3b45a2af151a,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to soil/industrial,elementary,015862-07-4,,Mass
1f6ca5a7-38bc-359e-88d4-c537b3bda2f4,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,"Elementary flows/Emission to water/ground water, long-term",elementary,015862-07-4,,Mass
0b34cb7a-ce8d-3624-9585-80a79ab26bc3,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to soil/agricultural,elementary,015862-07-4,,Mass
7b8c264c-6c43-38fb-a03a-5d60e24d9e96,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,015862-07-4,,Mass
ef20d64a-16db-306a-b32e-51db2369aa62,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to air/unspecified,elementary,015862-07-4,,Mass
7fce0d4f-dd16-331f-9599-f85b769193bc,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",,Elementary flows/Emission to water/unspecified,elementary,015862-07-4,,Mass
