ID,Name,Description,Category,Flow type,CAS number,Chem. formula,Reference flow property
60059661-0643-3b0e-b565-e7f6fd6bb9e2,Benzotrifluoride,,"Elementary flows/Emission to air/low population density, long-term",elementary,000098-08-8,,Mass
8da86b25-a484-325c-8370-0d2ea89ba588,Benzotrifluoride,,Elementary flows/Emission to air/low population density,elementary,000098-08-8,,Mass
ba49e336-c00c-5253-9e67-94dec8ac1b23,Benzovindiflupyr,"EcoSpold 2 elementary exchange, ID = ba49e336-c00c-5253-9e67-94dec8ac1b23",Elementary flows/Emission to air/unspecified,elementary,,C18H15Cl2F2N3O,Mass
c22bb3fa-7792-5b06-9d66-f130b158bda6,Benzovindiflupyr,"EcoSpold 2 elementary exchange, ID = c22bb3fa-7792-5b06-9d66-f130b158bda6",Elementary flows/Emission to soil/forestry,elementary,,C18H15Cl2F2N3O,Mass
4c234c08-0fa0-5bc6-bac2-205fc8d5fa32,Benzovindiflupyr,"EcoSpold 2 elementary exchange, ID = 4c234c08-0fa0-5bc6-bac2-205fc8d5fa32",Elementary flows/Emission to water/unspecified,elementary,,C18H15Cl2F2N3O,Mass
1afd6f3b-1785-5093-a64d-aa7a89d752ba,Benzovindiflupyr,"EcoSpold 2 elementary exchange, ID = 1afd6f3b-1785-5093-a64d-aa7a89d752ba",Elementary flows/Emission to soil/agricultural,elementary,,C18H15Cl2F2N3O,Mass
15be40a9-968f-5247-9817-f4062dcf9bfd,Benzovindiflupyr,"EcoSpold 2 elementary exchange, ID = 15be40a9-968f-5247-9817-f4062dcf9bfd",Elementary flows/Emission to water/ground water,elementary,,C18H15Cl2F2N3O,Mass
f8f6cdf6-ff56-3e6c-b4ad-8d37144fb182,"Benzoxazole, 2,2 -(1,4-naphthalenediyl)bis-",,Elementary flows/Emission to water/ocean,elementary,,,Mass
58826abb-361f-316e-bf26-87c07b6e3c91,"Benzoxazole, 2,2 -(1,4-naphthalenediyl)bis-",,Elementary flows/Emission to water/ground water,elementary,,,Mass
bca4bfe8-92c8-3a47-8be9-d9ebadc34f80,"Benzoxazole, 2,2 -(1,4-naphthalenediyl)bis-",,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
8eba2d86-e4d2-3184-9854-39da66c0bdff,"Benzoxazole, 2,2 -(1,4-naphthalenediyl)bis-",,Elementary flows/Emission to water/unspecified,elementary,,,Mass
07400774-afd7-378b-bb32-ab131668bbae,"Benzoxazole, 2,2 -(2,5-thiophenediyl)bis[5-(1,1-dimethylethyl)-",,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
5f95e2c3-c4b3-3e03-a043-bfe367a5d784,"Benzoxazole, 2,2 -(2,5-thiophenediyl)bis[5-(1,1-dimethylethyl)-",,Elementary flows/Emission to water/ocean,elementary,,,Mass
196e6c74-d084-3e56-b9f6-013d10fd9a5b,"Benzoxazole, 2,2 -(2,5-thiophenediyl)bis[5-(1,1-dimethylethyl)-",,Elementary flows/Emission to water/unspecified,elementary,,,Mass
6686aee0-70b1-30b7-92eb-6518293643a4,"Benzoxazole, 2,2 -(2,5-thiophenediyl)bis[5-(1,1-dimethylethyl)-",,Elementary flows/Emission to water/ground water,elementary,,,Mass
c8f93f3a-47c1-35f9-b144-0ee3eaa5b117,"Benzoxazole, 2,2'-(1,2-ethenediyldi-4,1-phenylene)bis-",,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
57a80c64-e415-3779-b0b7-c3ed93b5f67a,"Benzoxazole, 2,2'-(1,2-ethenediyldi-4,1-phenylene)bis-",,Elementary flows/Emission to water/unspecified,elementary,,,Mass
84bad336-7d37-386f-9118-a5bc309fdbe6,"Benzoxazole, 2,2'-(1,2-ethenediyldi-4,1-phenylene)bis-",,Elementary flows/Emission to water/ground water,elementary,,,Mass
96669c0d-7b93-3a53-8161-539c2f67bc98,"Benzoxazole, 2,2'-(1,2-ethenediyldi-4,1-phenylene)bis-",,Elementary flows/Emission to water/ocean,elementary,,,Mass
0cdb8d9c-0cb0-3cf9-8bd8-82fc2f88d647,"Benzoxazole, 2- 4- 2- 4-(2-benzoxazolyl)phenyl ethenyl phenyl -5-methyl-",,Elementary flows/Emission to water/ground water,elementary,,,Mass
14a4f721-66e2-3bdc-b6dc-497253cbfbe0,"Benzoxazole, 2- 4- 2- 4-(2-benzoxazolyl)phenyl ethenyl phenyl -5-methyl-",,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
385bbd2d-3106-35b0-b291-39f401293658,"Benzoxazole, 2- 4- 2- 4-(2-benzoxazolyl)phenyl ethenyl phenyl -5-methyl-",,Elementary flows/Emission to water/ocean,elementary,,,Mass
1db5f0e3-56e7-3cfb-b647-8be1166dce56,"Benzoxazole, 2- 4- 2- 4-(2-benzoxazolyl)phenyl ethenyl phenyl -5-methyl-",,Elementary flows/Emission to water/unspecified,elementary,,,Mass
593cf51d-5c35-32b2-83b8-f0b8295d852e,Benzoximate,,Elementary flows/Emission to water/unspecified,elementary,029104-30-1,,Mass
0727245a-ca7e-3e19-b532-43d983de6ce7,Benzoximate,,Elementary flows/Emission to water/ocean,elementary,029104-30-1,,Mass
87e9bbf9-0dee-34a8-b203-6d495c16a2e5,Benzoximate,,Elementary flows/Emission to air/high population density,elementary,029104-30-1,,Mass
7170bf07-bc88-49bb-91de-1372fbaa1426,BENZOXIMATE,,Elementary flows/Emission to soil/unspecified,elementary,029104-30-1,,Mass
c04210ad-8342-34fc-940c-c36dd5e8d792,Benzoximate,,Elementary flows/Emission to water/river,elementary,029104-30-1,,Mass
3b2e0d21-710b-5ce9-aeaa-07466f781ee8,Benzoximate,"EcoSpold 2 elementary exchange, ID = 3b2e0d21-710b-5ce9-aeaa-07466f781ee8",Elementary flows/Emission to soil/agricultural,elementary,29104-30-1,C18H18ClNO5,Mass
1d500317-df50-3a0e-871c-e5698bb4e817,Benzoximate,,Elementary flows/Emission to soil/forestry,elementary,029104-30-1,,Mass
7da6e558-8253-3931-884e-a5d44829b864,Benzoximate,,"Elementary flows/Emission to air/low population density, long-term",elementary,029104-30-1,,Mass
deced705-86ab-31f3-9eb3-62157aaa8898,Benzoximate,,Elementary flows/Emission to soil/agricultural,elementary,29104-30-1,C18H18ClNO5,Mass
727c5a45-f045-3b29-b885-37d3d56fdd2e,Benzoximate,,Elementary flows/Emission to air/low population density,elementary,029104-30-1,,Mass
4410d752-7209-3486-bedf-5b2ddb2a6b81,Benzoximate,,Elementary flows/Emission to air/indoor,elementary,029104-30-1,,Mass
36755742-3296-3bef-968a-3afb0c8d8dc4,Benzoximate,,"Elementary flows/Emission to water/ground water, long-term",elementary,029104-30-1,,Mass
4ead3eb1-8c0b-3b6c-9efd-8cc07c57b9a7,Benzoximate,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,029104-30-1,,Mass
b3fc890e-309d-3036-9e06-59634ff4c9b3,Benzoximate,,Elementary flows/Emission to air/unspecified,elementary,029104-30-1,,Mass
1c5a6562-f39b-3ecb-b640-f2e41fa01b9d,Benzoximate,,Elementary flows/Emission to soil/industrial,elementary,029104-30-1,,Mass
935f4102-2b08-4d1f-ae88-2ebbce8744bd,Benzoyl chloride,,"Elementary flows/Emission to water/fresh water, long-term",elementary,000098-88-4,,Mass
abd578d3-939b-3b49-a1f0-36d39e4288fa,Benzoyl chloride,,Elementary flows/Emission to air/indoor,elementary,000098-88-4,,Mass
56019ca8-e7c8-461c-8c8c-56262087de44,Benzoyl chloride,,Elementary flows/Emission to soil/unspecified,elementary,000098-88-4,,Mass
85014e20-b68b-4bbf-8f20-e0413964f401,Benzoyl chloride,,Elementary flows/Emission to soil/industrial,elementary,000098-88-4,,Mass
87b11c9c-d82a-4e68-957c-f4a0d686af62,Benzoyl chloride,,Elementary flows/Emission to water/fossil-,elementary,000098-88-4,,Mass
74bfa639-c589-43be-acd5-835a836b7750,Benzoyl chloride,,"Elementary flows/Emission to water/river, long-term",elementary,000098-88-4,,Mass
d50a2923-ad5a-4f75-a575-b4f7a2af8b5d,Benzoyl chloride,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000098-88-4,,Mass
db2c6f06-4c1a-46c9-9363-c940b2c124b3,Benzoyl chloride,,Elementary flows/Emission to water/unspecified,elementary,000098-88-4,,Mass
29ba29ba-07ee-43df-afb3-f097ab2f3a11,Benzoyl chloride,,Elementary flows/Emission to soil/forestry,elementary,000098-88-4,,Mass
3b0673d3-a8a8-48ee-8511-5db46eef8aa3,Benzoyl chloride,,Elementary flows/Emission to water/fresh water,elementary,000098-88-4,,Mass
85544587-c336-458e-8a24-3245d6049eaf,Benzoyl chloride,,Elementary flows/Emission to air/high population density,elementary,000098-88-4,,Mass
7900fd10-523f-4068-b347-f9494b14e7e4,Benzoyl chloride,,Elementary flows/Emission to air/unspecified,elementary,000098-88-4,,Mass
756913e7-a066-4204-b1d1-617c017dbfba,Benzoyl chloride,,Elementary flows/Emission to water/lake,elementary,000098-88-4,,Mass
49b948d1-720f-45a0-ae0c-aabf82c33517,Benzoyl chloride,,Elementary flows/Emission to water/ocean,elementary,000098-88-4,,Mass
1980132b-51a3-41ee-85d1-48809d91cec3,Benzoyl chloride,,Elementary flows/Emission to water/ground water,elementary,000098-88-4,,Mass
0c54b4f1-509f-410c-a93a-ac181efd32a5,Benzoyl chloride,,Elementary flows/Emission to soil/agricultural,elementary,000098-88-4,,Mass
407aced7-b198-450d-b155-6b78b2834d28,Benzoyl chloride,,"Elementary flows/Emission to water/ground water, long-term",elementary,000098-88-4,,Mass
6fbddfbc-f51e-4dfc-8465-3ef0e08ef7ed,Benzoyl chloride,,Elementary flows/Emission to air/low population density,elementary,000098-88-4,,Mass
d50368f2-8ded-4588-a38c-fecb19b626ee,Benzoyl chloride,,"Elementary flows/Emission to air/low population density, long-term",elementary,000098-88-4,,Mass
7d9873e2-b9da-4616-a917-fde9412e2acd,Benzoyl chloride,,Elementary flows/Emission to water/river,elementary,000098-88-4,,Mass
e93568e0-3ba9-3214-8ea5-1b32b035d8c6,Benzoyl hydrazine,,Elementary flows/Emission to water/ground water,elementary,000613-94-5,,Mass
a8f53a54-58f6-38eb-b37e-c51513c3e700,Benzoyl hydrazine,,Elementary flows/Emission to soil/forestry,elementary,000613-94-5,,Mass
9e80752a-bc31-396b-a6f6-38751047f27c,Benzoyl hydrazine,,Elementary flows/Emission to water/unspecified,elementary,000613-94-5,,Mass
c1c089da-d7ac-3698-89ed-a2179b61c7da,Benzoyl hydrazine,,Elementary flows/Emission to water/ocean,elementary,000613-94-5,,Mass
84b17f26-7951-3aeb-84d6-8f74d702c2bc,Benzoyl hydrazine,,Elementary flows/Emission to air/indoor,elementary,000613-94-5,,Mass
39b699ea-8f2b-3ca8-99d5-58e7e43556b4,Benzoyl hydrazine,,"Elementary flows/Emission to water/ground water, long-term",elementary,000613-94-5,,Mass
9e92619c-3402-45a5-9cc5-4aa9654c07b2,BENZOYL HYDRAZINE,,Elementary flows/Emission to soil/unspecified,elementary,000613-94-5,,Mass
0774d38d-77d0-3631-bbae-29436da01ba3,Benzoyl hydrazine,,"Elementary flows/Emission to water/river, long-term",elementary,000613-94-5,,Mass
27c685ea-c1c8-33bf-8ca9-9dca5090b9c5,Benzoyl hydrazine,,"Elementary flows/Emission to air/low population density, long-term",elementary,000613-94-5,,Mass
21988456-2af5-3184-a735-fe5d37907e9e,Benzoyl hydrazine,,Elementary flows/Emission to soil/agricultural,elementary,000613-94-5,,Mass
8d408e2d-f12e-3a5d-adc9-17995df05920,Benzoyl hydrazine,,Elementary flows/Emission to water/lake,elementary,000613-94-5,,Mass
61c19abb-5e45-369f-846a-de2d920e7970,Benzoyl hydrazine,,Elementary flows/Emission to air/unspecified,elementary,000613-94-5,,Mass
c47f6c8e-e572-3d19-b3a3-942521b367a5,Benzoyl hydrazine,,Elementary flows/Emission to soil/industrial,elementary,000613-94-5,,Mass
53e81967-454d-3c8c-befb-412924307f74,Benzoyl hydrazine,,Elementary flows/Emission to water/river,elementary,000613-94-5,,Mass
edda82d7-24c2-3249-a165-800f52f9fe87,Benzoyl hydrazine,,Elementary flows/Emission to air/high population density,elementary,000613-94-5,,Mass
ba52b7fa-cc15-3e77-9d04-f88906bd637c,Benzoyl hydrazine,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000613-94-5,,Mass
a7fbde28-af7b-3282-84b6-5cb53144db57,Benzoyl hydrazine,,Elementary flows/Emission to air/low population density,elementary,000613-94-5,,Mass
13823f9e-44d7-3e83-8122-2060f0dc56d2,Benzoyl isothiocyanate,,Elementary flows/Emission to soil/forestry,elementary,000532-55-8,,Mass
855d9a4e-b9ae-3bb7-b0e7-24f9984b256e,Benzoyl isothiocyanate,,Elementary flows/Emission to water/ocean,elementary,000532-55-8,,Mass
ff08f123-ea33-3d69-b8ab-92b313fada5e,Benzoyl isothiocyanate,,Elementary flows/Emission to air/indoor,elementary,000532-55-8,,Mass
8edc74e5-1af9-3212-81f7-c5a6dc91d97f,Benzoyl isothiocyanate,,Elementary flows/Emission to water/river,elementary,000532-55-8,,Mass
72f30f48-0c21-3665-8ae5-dde47059451c,Benzoyl isothiocyanate,,Elementary flows/Emission to soil/agricultural,elementary,000532-55-8,,Mass
484c1b59-6c8e-363d-94e8-101b6891407b,Benzoyl isothiocyanate,,Elementary flows/Emission to water/unspecified,elementary,000532-55-8,,Mass
bf60ce01-516a-38cc-addb-0a2a556c4d0c,Benzoyl isothiocyanate,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000532-55-8,,Mass
55ad9821-8699-33be-9933-b5fa88d6f112,Benzoyl isothiocyanate,,Elementary flows/Emission to soil/industrial,elementary,000532-55-8,,Mass
c72f8c4c-cf7b-3bc5-b3b8-31cd38d47116,Benzoyl isothiocyanate,,Elementary flows/Emission to air/unspecified,elementary,000532-55-8,,Mass
2b0dae31-c398-42ef-9f4e-6af7bb811b98,Benzoyl Isothiocyanate,,Elementary flows/Emission to soil/unspecified,elementary,000532-55-8,,Mass
9903619a-993d-341a-bb28-dd63680aca1f,Benzoyl isothiocyanate,,"Elementary flows/Emission to air/low population density, long-term",elementary,000532-55-8,,Mass
5f6b8b70-ecf1-3dd1-b1ed-e56e3ddeb196,Benzoyl isothiocyanate,,Elementary flows/Emission to air/low population density,elementary,000532-55-8,,Mass
69d345cc-e9ef-3e36-b76d-a559a5e10e20,Benzoyl isothiocyanate,,"Elementary flows/Emission to water/ground water, long-term",elementary,000532-55-8,,Mass
1548cd0b-202c-3641-b04d-e06c3bbbca61,Benzoyl isothiocyanate,,Elementary flows/Emission to air/high population density,elementary,000532-55-8,,Mass
72d6aac9-34e9-3de4-921e-d55d4699d52d,Benzoyl peroxide,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000094-36-0,,Mass
090c7ab6-5a23-33ff-aac0-cfb7c099eeea,Benzoyl peroxide,,Elementary flows/Emission to air/indoor,elementary,000094-36-0,,Mass
4bfd6761-e84b-3f4e-8a26-535f3f424762,Benzoyl peroxide,,Elementary flows/Emission to water/river,elementary,000094-36-0,,Mass
942fd353-92b1-4243-abb3-9513e62c233b,Benzoyl peroxide,,Elementary flows/Emission to water/unspecified,elementary,000094-36-0,,Mass
c6531ad7-41d0-49f7-87e8-3d2fea16c153,Benzoyl peroxide,,Elementary flows/Emission to air/unspecified,elementary,000094-36-0,,Mass
5b758d66-5889-479a-a616-46173f13d02f,Benzoyl peroxide,,Elementary flows/Emission to soil/unspecified,elementary,000094-36-0,,Mass
2b11e4de-97e7-30a6-a0a0-42f3cd04adc6,Benzoyl peroxide,,"Elementary flows/Emission to water/ground water, long-term",elementary,000094-36-0,,Mass
e28baa41-d645-4156-bf4a-cf9a35b07053,Benzoyl peroxide,,Elementary flows/Emission to air/high population density,elementary,000094-36-0,,Mass
cef73d39-f895-3f9f-b3a0-0624de929f21,Benzoyl peroxide,,Elementary flows/Emission to water/ocean,elementary,000094-36-0,,Mass
1289bbaa-00c9-3ec1-a94b-c3ec90119203,Benzoyl peroxide,,Elementary flows/Emission to soil/agricultural,elementary,000094-36-0,,Mass
de85af8d-1032-4f90-bfdb-667d71f5ed1c,Benzoyl peroxide,,Elementary flows/Emission to air/low population density,elementary,000094-36-0,,Mass
2dd1eddf-4ef4-4f1f-8b72-58a722999a8b,Benzoyl peroxide,,Elementary flows/Emission to soil/industrial,elementary,000094-36-0,,Mass
b13b9783-518f-3812-98ab-523a2ad5774c,Benzoyl peroxide,,"Elementary flows/Emission to air/low population density, long-term",elementary,000094-36-0,,Mass
3ec625d0-f80b-3b29-9ea1-ed61b501c114,Benzoylprop ethyl,,Elementary flows/Emission to water/river,elementary,022212-55-1,,Mass
64936f34-1027-3fbf-ac8a-0acd4554c50f,Benzoylprop ethyl,,Elementary flows/Emission to soil/forestry,elementary,022212-55-1,,Mass
9002ca39-58eb-3b31-8fca-f9dd0e2bca81,Benzoylprop ethyl,,Elementary flows/Emission to soil/agricultural,elementary,022212-55-1,,Mass
84b0d752-302b-362a-98d1-d587c5dd4204,Benzoylprop ethyl,,Elementary flows/Emission to soil/industrial,elementary,022212-55-1,,Mass
a0d9ff87-039a-3b77-8d3c-75982dd22a06,Benzoylprop ethyl,,"Elementary flows/Emission to air/low population density, long-term",elementary,022212-55-1,,Mass
5bee6cee-c443-3a3f-bf1d-35e6c1a4a921,Benzoylprop ethyl,,Elementary flows/Emission to water/ocean,elementary,022212-55-1,,Mass
e4f776fe-e4e8-36b3-a794-0a4aec1b6728,Benzoylprop ethyl,,Elementary flows/Emission to air/indoor,elementary,022212-55-1,,Mass
dcfb36d1-99b6-3278-a1b3-1b2001a4e76d,Benzoylprop ethyl,,Elementary flows/Emission to air/low population density,elementary,022212-55-1,,Mass
a9db3b67-9705-345a-a62c-c8a9d549b6c3,Benzoylprop ethyl,,Elementary flows/Emission to water/unspecified,elementary,022212-55-1,,Mass
d1747469-b265-35fa-9e7c-63636542ea76,Benzoylprop ethyl,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,022212-55-1,,Mass
a4ab7d3a-2757-4666-a815-77ec1524959f,BENZOYLPROP ETHYL,,Elementary flows/Emission to soil/unspecified,elementary,022212-55-1,,Mass
b21f0d15-e7f5-3e25-899c-267ae8827f6e,Benzoylprop ethyl,,Elementary flows/Emission to air/unspecified,elementary,022212-55-1,,Mass
7b85c420-9e1d-36fa-a4e2-d25d45ea0bc7,Benzoylprop ethyl,,Elementary flows/Emission to air/high population density,elementary,022212-55-1,,Mass
72b8947f-40ed-3615-bdb4-e07468eee8a6,Benzoylprop ethyl,,"Elementary flows/Emission to water/ground water, long-term",elementary,022212-55-1,,Mass
da173940-4bac-38b9-8116-16028bb54496,Benzthiazuron,,Elementary flows/Emission to soil/industrial,elementary,001929-88-0,,Mass
5a857c28-20b1-3bd1-906c-70c94ef1a3d9,Benzthiazuron,,Elementary flows/Emission to soil/agricultural,elementary,1929-88-0,C9H9N3OS,Mass
ea5e03d2-66f8-3aef-bc5b-6aac902d6a33,Benzthiazuron,,Elementary flows/Emission to water/river,elementary,001929-88-0,,Mass
d867a60d-bdcb-39f7-af3b-9d9a88c1d23c,Benzthiazuron,,Elementary flows/Emission to water/ocean,elementary,001929-88-0,,Mass
9d69f30c-73c3-368c-a9ae-40998f751bee,Benzthiazuron,,"Elementary flows/Emission to water/ground water, long-term",elementary,001929-88-0,,Mass
ca1d3212-fc23-370c-9bd6-83fc5a29ccd1,Benzthiazuron,,Elementary flows/Emission to water/unspecified,elementary,001929-88-0,,Mass
815f24e2-60e1-35a5-bbd4-3c4ffbee8cda,Benzthiazuron,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,001929-88-0,,Mass
33ab81c0-b0de-4fae-86eb-771e693f6c89,Benzthiazuron,,Elementary flows/Emission to soil/unspecified,elementary,001929-88-0,,Mass
26a40f08-d795-3fca-817c-4176e0100eab,Benzthiazuron,,Elementary flows/Emission to air/low population density,elementary,001929-88-0,,Mass
01401ef6-cfff-3027-9cf4-fdef56fa41b0,Benzthiazuron,,"Elementary flows/Emission to air/low population density, long-term",elementary,001929-88-0,,Mass
2d26fc97-6860-3d5a-bb65-da9fe2eed8ad,Benzthiazuron,,Elementary flows/Emission to air/indoor,elementary,001929-88-0,,Mass
b899c702-088f-3a7c-925a-e52c88452a6d,Benzthiazuron,,Elementary flows/Emission to air/unspecified,elementary,001929-88-0,,Mass
011bd995-2aab-3a53-bc50-b3bccb41135e,Benzthiazuron,,Elementary flows/Emission to air/high population density,elementary,001929-88-0,,Mass
98b2ed3c-a7e3-5e67-93e4-44c1a77c587c,Benzthiazuron,"EcoSpold 2 elementary exchange, ID = 98b2ed3c-a7e3-5e67-93e4-44c1a77c587c",Elementary flows/Emission to soil/agricultural,elementary,1929-88-0,C9H9N3OS,Mass
c3bfc907-e26d-30d5-9860-f68da6276e65,Benzthiazuron,,Elementary flows/Emission to soil/forestry,elementary,001929-88-0,,Mass
f4246dd3-6fa6-3f1f-be7f-1cf426605692,Benzyl acetate,,Elementary flows/Emission to water/ground water,elementary,000140-11-4,,Mass
ce14ff7d-f147-3bbd-93e5-b3b82ea49c9a,Benzyl acetate,,Elementary flows/Emission to water/lake,elementary,000140-11-4,,Mass
23e93f98-20bd-32c2-8d79-c3afcd0f046f,Benzyl acetate,,Elementary flows/Emission to air/unspecified,elementary,000140-11-4,,Mass
ef751817-da2a-3fd8-8be1-42cd49f6087b,Benzyl acetate,,Elementary flows/Emission to air/high population density,elementary,000140-11-4,,Mass
ff4f387c-0a82-3516-bdbb-6a870ff78c91,Benzyl acetate,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000140-11-4,,Mass
88b5419e-9858-3f44-a406-b8e768557bde,Benzyl acetate,,Elementary flows/Emission to water/river,elementary,000140-11-4,,Mass
bcaae622-ebbb-3612-a97e-9fe873d94e6d,Benzyl acetate,,Elementary flows/Emission to soil/agricultural,elementary,000140-11-4,,Mass
9e4e1d74-9820-35b7-8258-0dcd6a44f2b3,Benzyl acetate,,"Elementary flows/Emission to air/low population density, long-term",elementary,000140-11-4,,Mass
1ea59294-ef5a-428a-9bd4-e5b57df96f44,BENZYL ACETATE,,Elementary flows/Emission to soil/unspecified,elementary,000140-11-4,,Mass
7af520b2-9703-3a50-a144-da109a42fb7d,Benzyl acetate,,Elementary flows/Emission to water/ocean,elementary,000140-11-4,,Mass
538c1e21-3037-318d-b647-70ec056e0efe,Benzyl acetate,,Elementary flows/Emission to air/indoor,elementary,000140-11-4,,Mass
a1ba6aa4-e5fa-3988-81cf-2da693d0302f,Benzyl acetate,,Elementary flows/Emission to air/low population density,elementary,000140-11-4,,Mass
e9a66391-0a62-3e64-9810-0727ba94e381,Benzyl acetate,,Elementary flows/Emission to water/unspecified,elementary,000140-11-4,,Mass
df584fd2-3635-3b8a-838b-052fd5cc2459,Benzyl acetate,,"Elementary flows/Emission to water/ground water, long-term",elementary,000140-11-4,,Mass
6d26f2e7-6ed6-3d42-ba7c-3dd1c83c3e57,Benzyl acetate,,Elementary flows/Emission to soil/forestry,elementary,000140-11-4,,Mass
701c20b6-83d4-3247-8264-09ea825f5015,Benzyl acetate,,Elementary flows/Emission to soil/industrial,elementary,000140-11-4,,Mass
32771433-19f8-3e87-8e3c-3d80085d2c47,Benzyl acetate,,"Elementary flows/Emission to water/river, long-term",elementary,000140-11-4,,Mass
d6649e10-c66f-497d-8646-8a2e7e0a6bde,Benzyl alcohol,,Elementary flows/Emission to soil/agricultural,elementary,000100-51-6,,Mass
a3988745-17c7-3071-bf43-bb029dc2d01a,Benzyl alcohol,,Elementary flows/Emission to air/indoor,elementary,000100-51-6,,Mass
69426980-917d-437b-8891-420b350a193e,Benzyl alcohol,,Elementary flows/Emission to soil/industrial,elementary,000100-51-6,C7H8O,Mass
096bf756-c3fa-4470-9059-ac1b059081e0,Benzyl alcohol,"EcoSpold 2 elementary exchange, ID = 096bf756-c3fa-4470-9059-ac1b059081e0",Elementary flows/Emission to water/surface water,elementary,100-51-6,C7H8O,Mass
c4cf916e-b6e6-48c7-9628-4fa1de245002,Benzyl alcohol,,"Elementary flows/Emission to water/fresh water, long-term",elementary,000100-51-6,,Mass
aeb97be2-8161-4133-83d3-bd1ac3880039,Benzyl alcohol,,Elementary flows/Emission to air/high population density,elementary,000100-51-6,C7H8O,Mass
2e4780dd-8809-4cce-b58e-a4f8aa2ae1bf,Benzyl alcohol,,Elementary flows/Emission to soil/forestry,elementary,000100-51-6,C7H8O,Mass
63f85022-00b9-4100-bcff-cefe5c358d52,Benzyl alcohol,,"Elementary flows/Emission to air/low population density, long-term",elementary,000100-51-6,,Mass
6ef9b952-50fb-4db5-bc94-0a3ff6d8de76,Benzyl alcohol,,Elementary flows/Emission to air/low population density,elementary,000100-51-6,C7H8O,Mass
238b7c52-5915-4d46-b2f9-d32eb9ced98c,Benzyl alcohol,,Elementary flows/Emission to water/lake,elementary,000100-51-6,,Mass
7c73768b-438b-4374-a4c1-486d35b4cb76,Benzyl alcohol,"EcoSpold 2 elementary exchange, ID = 7c73768b-438b-4374-a4c1-486d35b4cb76",Elementary flows/Emission to water/ocean,elementary,100-51-6,C7H8O,Mass
7695bc27-99e9-4d5f-866f-588369628300,Benzyl alcohol,,Elementary flows/Emission to water/fresh water,elementary,000100-51-6,,Mass
e2eae062-196b-4be0-a827-f16ee27ba6fc,Benzyl alcohol,,Elementary flows/Emission to soil/unspecified,elementary,000100-51-6,C7H8O,Mass
c95511bd-b13d-4bad-a3c9-860922dc1ace,Benzyl alcohol,,"Elementary flows/Emission to water/river, long-term",elementary,000100-51-6,,Mass
e953d998-fdca-48c3-b6e5-f5ad2e42ee89,Benzyl alcohol,,Elementary flows/Emission to water/river,elementary,000100-51-6,C7H8O,Mass
5934e254-ca2a-4cd8-92fa-3c9bbf1779ec,Benzyl alcohol,"EcoSpold 2 elementary exchange, ID = 5934e254-ca2a-4cd8-92fa-3c9bbf1779ec",Elementary flows/Emission to water/unspecified,elementary,100-51-6,C7H8O,Mass
bcbe3064-daf2-41d8-84c1-90204b507fe5,Benzyl alcohol,,Elementary flows/Emission to water/fossil-,elementary,000100-51-6,C7H8O,Mass
a816bfa2-4737-40c3-8ce1-12829df73277,Benzyl alcohol,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000100-51-6,,Mass
f1f38546-77eb-41ae-8810-bfcf66aa6a18,Benzyl alcohol,"EcoSpold 2 elementary exchange, ID = f1f38546-77eb-41ae-8810-bfcf66aa6a18","Elementary flows/Emission to water/ground water, long-term",elementary,100-51-6,C7H8O,Mass
d20aee91-0c1e-42a4-acb6-78ba08543992,Benzyl alcohol,,Elementary flows/Emission to air/unspecified,elementary,000100-51-6,,Mass
b7d33401-f34b-4571-a10d-82f7b38b32ea,Benzyl alcohol,"EcoSpold 2 elementary exchange, ID = b7d33401-f34b-4571-a10d-82f7b38b32ea",Elementary flows/Emission to water/ground water,elementary,100-51-6,C7H8O,Mass
ecae3da2-b1ba-3562-9152-1efcdc461a71,Benzyl benzoate,,Elementary flows/Emission to soil/industrial,elementary,000120-51-4,,Mass
3b611373-9c72-31c4-8e75-bf2ae02da6ed,Benzyl benzoate,,Elementary flows/Emission to air/indoor,elementary,000120-51-4,,Mass
a1150380-5b21-3db7-816e-764ef1d1fc51,Benzyl benzoate,,Elementary flows/Emission to air/high population density,elementary,000120-51-4,,Mass
806f9b3c-7be5-39b2-8806-6b3f457551cc,Benzyl benzoate,,Elementary flows/Emission to soil/forestry,elementary,000120-51-4,,Mass
a9a4a23a-8e30-32e8-93b6-bb1efe0dbc75,Benzyl benzoate,,Elementary flows/Emission to soil/agricultural,elementary,000120-51-4,,Mass
