"c9bd3b2b-a4d3-383a-83e8-8d5ee29cab9d";"HH cancer + BEES+.csv";"BEES+";"HH cancer";"g C6H6 eq"
"d9a858ea-4a6d-3645-9b16-216e70617c54";"Freshwater + Selected LCI results, additional.csv";"Selected LCI results, additional";"Freshwater";"m3"
"f8df2095-d8d1-3a44-b091-51588127c597";"Photochemical oxidation + EPD (2018).csv";"EPD (2018)";"Photochemical oxidation";"kg NMVOC"
"693923a7-7b4e-3cef-b36c-295cf634ea31";"Respiratory organics + IMPACT 2002+.csv";"IMPACT 2002+";"Respiratory organics";"kg C2H4 eq"
"a6371f3f-6f95-32ac-9082-b85dd201e999";"Marine ecotoxicity + ReCiPe 2016 Endpoint (H).csv";"ReCiPe 2016 Endpoint (H)";"Marine ecotoxicity";"species.yr"
"3ab8e56c-c663-3d5b-9003-b313dfa2fcdf";"Ionising radiation, HH + EF Method (adapted).csv";"EF Method (adapted)";"Ionising radiation, HH";"kBq U-235 eq"
"9ea0f2d6-0f60-3e80-b2e4-6adebe5e7803";"Renewable, biomass + Cumulative Energy Demand.csv";"Cumulative Energy Demand";"Renewable, biomass";"MJ"
"1d7b2c0f-374e-38a1-9de1-f8c2b0813206";"Radioactive substances into air + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Radioactive substances into air";"UBP"
"1b63fe3e-9ef1-3e19-a77e-d228e775da6c";"Water pollutants + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Water pollutants";"UBP"
"e6a5f291-2ab1-3bdd-9eab-1347a213614c";"Water consumption + ReCiPe 2016 Midpoint (I).csv";"ReCiPe 2016 Midpoint (I)";"Water consumption";"m3"
"58430da7-9bcd-3d93-a08e-981cd7059b08";"Gravation of angina pectoris + EPS 2015d.csv";"EPS 2015d";"Gravation of angina pectoris";"PersonYr"
"00af7673-38a0-3b59-a7ac-10fafe9b83d2";"Eutrophication, freshwater + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Eutrophication, freshwater";"kg P eq"
"c26489d8-cbb4-3944-962b-81d2aeeea488";"Renal dysfunction + EPS 2015d.csv";"EPS 2015d";"Renal dysfunction";"case"
"7aa1757a-5610-379d-a591-17f610bd88a9";"Resources + Pfister et al 2009 (Eco-indicator 99).csv";"Pfister et al 2009 (Eco-indicator 99)";"Resources";"MJ surplus"
"2bbe3c6a-5f0d-33d5-a6b9-8501e3821746";"Human toxicity, non-cancer - organics + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Human toxicity, non-cancer - organics";"CTUh"
"f22e8177-5b42-3686-b68f-bbf1325a7e30";"Ecotoxicity, freshwater - metals + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Ecotoxicity, freshwater - metals";"CTUe"
"c5c56f77-b1ad-36dd-868b-057b4d022200";"Human toxicity water + EDIP 2003.csv";"EDIP 2003";"Human toxicity water";"m3"
"14a846e9-545f-34fc-8cc3-06fc52796a78";"Human toxicity + Environmental Prices.csv";"Environmental Prices";"Human toxicity";"kg 1,4-DB eq"
"143e71a6-7c8b-352e-a1dd-09bf34b4677b";"Carbon monoxide + Selected LCI results, additional.csv";"Selected LCI results, additional";"Carbon monoxide";"kg"
"90043fa9-7edd-31e2-b381-334708da0db8";"Water consumption, Aquatic ecosystems + ReCiPe 2016 Endpoint (I).csv";"ReCiPe 2016 Endpoint (I)";"Water consumption, Aquatic ecosystems";"species.yr"
"c732bdc7-4044-31ae-a670-6d9ccf4507b0";"Water use + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Water use";"m3 depriv."
"e2dedeec-7f64-31b5-b5c4-94e7553f45cc";"Ionizing radiation HH + ILCD 2011 Midpoint+.csv";"ILCD 2011 Midpoint+";"Ionizing radiation HH";"kBq U235 eq"
"44e30d3f-88ad-302f-9d1a-5d8f6a1aec43";"Land use + ReCiPe 2016 Midpoint (I).csv";"ReCiPe 2016 Midpoint (I)";"Land use";"m2a crop eq"
"f8c8ff65-aea6-3649-9069-4acb7e1a7ddb";"Renewable, water + Cumulative Exergy Demand.csv";"Cumulative Exergy Demand";"Renewable, water";"MJ"
"3ad074dd-9970-35bd-9a64-679b151b4d63";"Water intake + BEES+.csv";"BEES+";"Water intake";"liters"
"bed89320-330c-357e-95bf-7feacbb2f0a0";"Marine eutrophication + ReCiPe 2016 Midpoint (E).csv";"ReCiPe 2016 Midpoint (E)";"Marine eutrophication";"kg N eq"
"b9260378-00a5-30c5-b825-606840290b3d";"Oils, unspecified + Selected LCI results, additional.csv";"Selected LCI results, additional";"Oils, unspecified";"kg"
"6d819d27-b768-3ec0-bd28-009891e0e620";"Ozone layer depletion (incl. NMVOC av.) + CML-IA non-baseline.csv";"CML-IA non-baseline";"Ozone layer depletion (incl. NMVOC av.)";"kg CFC-11 eq"
"371f1238-e13c-30a5-b43c-37fb28bf4021";"Abiotic depletion, fossil fuels + EPD (2018).csv";"EPD (2018)";"Abiotic depletion, fossil fuels";"MJ"
"9ee5b46d-5bd1-3461-abc4-0ce9dcd85dcd";"Human toxicity, cancer + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Human toxicity, cancer";"CTUh"
"f0deb3a9-1782-3e2d-9d4b-8a3ecf39835b";"Radioactive waste + EDIP 2003.csv";"EDIP 2003";"Radioactive waste";"kg"
"0bea16eb-4460-3577-ba6d-dc0e7ad94f89";"Freshwater aquatic ecotox. 20a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Freshwater aquatic ecotox. 20a";"kg 1,4-DB eq"
"f5ded1ca-155b-35c4-85eb-f2b88b2d72ef";"Marine sediment ecotox. infinite + CML-IA non-baseline.csv";"CML-IA non-baseline";"Marine sediment ecotox. infinite";"kg 1,4-DB eq"
"7e5f7680-70bd-3598-8d56-e8b3185dd595";"Climate change - Biogenic + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Climate change - Biogenic";"kg CO2 eq"
"f101d85d-333f-3afe-b4b8-2f2f06e2e1ab";"HH, domestic water scarcity + Motoshita et al 2010 (Human Health).csv";"Motoshita et al 2010 (Human Health)";"HH, domestic water scarcity";"DALY"
"4b7b14bd-5f0b-36b8-8b8d-e6088236fd05";"Working capacity + EPS 2015d.csv";"EPS 2015d";"Working capacity";"PersonYr"
"e882c4a0-fe1b-3338-ace0-0e7e00aff951";"Freshwater ecotoxicity + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Freshwater ecotoxicity";"species.yr"
"b4315ae1-5cb2-3f70-ad17-1a35a58823ef";"Fine particulate matter formation + ReCiPe 2016 Midpoint (H).csv";"ReCiPe 2016 Midpoint (H)";"Fine particulate matter formation";"kg PM2.5 eq"
"31c05950-42f9-341b-9772-aca9ca89590b";"Terrestrial ecotoxicity 100a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Terrestrial ecotoxicity 100a";"kg 1,4-DB eq"
"c3633f7c-c771-3ce6-b057-8cc3f060d195";"Upper limit of net global warming + CML-IA non-baseline.csv";"CML-IA non-baseline";"Upper limit of net global warming";"kg CO2 eq"
"241a3453-8167-35d0-a5da-d2bff22a65a6";"Ecotoxicity, freshwater - organics + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Ecotoxicity, freshwater - organics";"CTUe"
"e4c0092c-5ab4-3dc7-a219-527907e8a1ea";"Photochemical ozone formation + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Photochemical ozone formation";"kg NMVOC eq"
"8d7dbf49-cfa2-3695-ba7e-982a02ee1da7";"Human tox. (incl. PAH, Xylene & NMVOC av + CML-IA non-baseline.csv";"CML-IA non-baseline";"Human tox. (incl. PAH, Xylene & NMVOC av";"kg 1,4-DB eq"
"2a1a7f55-c622-378e-af69-aef735cb5387";"Aquatic acidification + IMPACT 2002+.csv";"IMPACT 2002+";"Aquatic acidification";"kg SO2 eq"
"8dc972d8-cd5f-34c4-984b-01df508bac8b";"Human toxicity, cancer - metals + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Human toxicity, cancer - metals";"CTUh"
"c53d6d32-0e8b-3a6b-9037-2bc4295ae733";"Depletion of abiotic resources + EPS 2015dx.csv";"EPS 2015dx";"Depletion of abiotic resources";"kg"
"e2b13de9-397c-3b6f-9dcf-4e206404db3b";"Stratospheric ozone depletion + ReCiPe 2016 Midpoint (M).csv";"ReCiPe 2016 Midpoint (H)";"Stratospheric ozone depletion";"kg CFC11 eq"
"a06b977c-e40d-36b7-ad33-f179be03c9dd";"Water scarcity + EPD (2018).csv";"EPD (2018)";"Water scarcity";"m3 eq"
"5e7d91a6-531c-3132-98ba-41b48d6e96f3";"Marine eutrophication + ReCiPe 2016 Midpoint (H).csv";"ReCiPe 2016 Midpoint (H)";"Marine eutrophication";"kg N eq"
"80e0b1a4-16b9-3aeb-9136-e544aca7a1e3";"Fossil resource scarcity + ReCiPe 2016 Midpoint (H).csv";"ReCiPe 2016 Midpoint (H)";"Fossil resource scarcity";"kg oil eq"
"5858e6dc-0584-32b7-963d-2518c033be93";"Gravation of angina pectoris + EPS 2015dx.csv";"EPS 2015dx";"Gravation of angina pectoris";"PersonYr"
"bafcc60b-3062-3fc4-9753-1aedf34e9513";"Global warming 100a + EDIP 2003.csv";"EDIP 2003";"Global warming 100a";"kg CO2 eq"
"9912f373-c6a0-3bae-aeef-d96065a676d3";"Eutrophication marine + EF Method (adapted).csv";"EF Method (adapted)";"Eutrophication marine";"kg N eq"
"49247748-b258-31d1-8b4c-51c51b07a466";"Particulates, 2.5 um and 10 + Selected LCI results, additional.csv";"Selected LCI results";"Particulates, <2.5 um";"kg"
"3eaa7c63-5d41-3885-b7cd-19cfc334ee79";"Resources + Pfister et al 2010 (ReCiPe).csv";"Pfister et al 2010 (ReCiPe)";"Resources";"$ surplus"
"87337a71-8da4-3994-aad9-ba1e0b623139";"Nuclides + Selected LCI results, additional.csv";"Selected LCI results, additional";"Nuclides";"kBq"
"f4cb202c-cdad-3b35-bd3e-a7ff88d57f1f";"Eutrophication + BEES+.csv";"BEES+";"Eutrophication";"g N eq"
"bffedafd-d35a-38c7-9c09-5673e5ad6801";"Osteoporosis + EPS 2015d.csv";"EPS 2015d";"Osteoporosis";"case"
"eeb979c2-c5a2-3791-8fa7-8957d6cb5eb7";"Land occupation + Selected LCI results.csv";"Selected LCI results";"Land occupation";"m2a"
"1f1dd9ef-8732-33d8-8df4-ea13a31bba08";"Resource use, mineral and metals + EF Method (adapted).csv";"EF Method (adapted)";"Resource use, mineral and metals";"kg Sb eq"
"1811fb08-9d8a-38b3-9880-cab2ff6d1462";"Climate change + ILCD 2011 Midpoint+.csv";"ILCD 2011 Midpoint+";"Climate change";"kg CO2 eq"
"f9e7dd9d-f3a3-318e-b458-6452fbdcbd8f";"Mineral resource scarcity + ReCiPe 2016 Midpoint (H).csv";"ReCiPe 2016 Midpoint (H)";"Mineral resource scarcity";"kg Cu eq"
"a47f8df0-3649-3e4f-92fe-82ae9059361a";"Heavy metals into water + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Heavy metals into water";"UBP"
"88dc8f8b-382c-36a2-a9dd-6b2e277af68f";"Eutrophication, freshwater + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Eutrophication, freshwater";"kg P eq"
"846a80c1-0019-3a35-a984-53274c4ed021";"Working capacity + EPS 2015dx.csv";"EPS 2015dx";"Working capacity";"PersonYr"
"14e58e12-ca7b-3fdd-a8c6-c06a42567d4c";"Non renewable, fossil + Cumulative Energy Demand.csv";"Cumulative Energy Demand";"Non renewable, fossil";"MJ"
"7292c216-0cee-3a5f-96c3-cf389ee89db5";"Marine eutrophication + ILCD 2011 Midpoint+.csv";"ILCD 2011 Midpoint+";"Marine eutrophication";"kg N eq"
"6f0ba6b2-3321-3625-9e9d-4a9ba487231e";"Mineral resource scarcity + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Mineral resource scarcity";"USD2013"
"198c2d4f-9aca-38ed-999a-416e09370de6";"Particulate matter + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Particulate matter";"disease inc."
"9f0a07da-612d-395e-a6a9-5375a7103ce7";"Mineral resources + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Mineral resources";"UBP"
"9518b4ea-d7c1-3548-a4b6-977770f0954a";"Mineral, fossil & ren resource depletion + ILCD 2011 Midpoint+.csv";"ILCD 2011 Midpoint+";"Mineral, fossil & ren resource depletion";"kg Sb eq"
"ed70124a-3e63-30ae-bfa5-686aa5c9d2ab";"Fine particulate matter formation + ReCiPe 2016 Endpoint (I).csv";"ReCiPe 2016 Endpoint (I)";"Fine particulate matter formation";"DALY"
"9d06dc38-c004-326a-913b-14cbe5d63e8a";"Land competition + CML-IA non-baseline.csv";"CML-IA non-baseline";"Land competition";"m2a"
"0477e7ec-5ce6-3156-b002-c764b6173224";"Renewable, wind, solar, geothe + Cumulative Energy Demand.csv";"Cumulative Energy Demand";"Renewable, wind, solar, geothe";"MJ"
"aab1133e-defa-3723-b758-6679659f8b3d";"Drinking water + EPS 2015d.csv";"EPS 2015d";"Drinking water";"kg"
"b5d8a3d7-1fe2-3e4b-be56-8e5aa8a81ca8";"Freshwater ecotoxicity + ReCiPe 2016 Endpoint (H).csv";"ReCiPe 2016 Endpoint (H)";"Freshwater ecotoxicity";"species.yr"
"d9ff50c2-00ab-3901-8970-569f9b7c8041";"Marine ecotoxicity + ReCiPe 2016 Midpoint (H).csv";"ReCiPe 2016 Midpoint (H)";"Marine ecotoxicity";"kg 1,4-DCB"
"03aeb69c-d882-3f7c-949d-eaea7190de0d";"Pesticides into soil + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Pesticides into soil";"UBP"
"1d718284-11cd-338b-8fa2-dca155579f9d";"Eutrophication + CML-IA baseline.csv";"CML-IA baseline";"Eutrophication";"kg PO4--- eq"
"8f01f284-39bf-36e5-97ba-f2515ba820aa";"Eutrophication, marine + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Eutrophication, marine";"kg N eq"
"11920ecd-2dba-3a21-80e2-ae26a5dd0cb7";"Ozone formation, Terrestrial ecosystems + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Ozone formation, Terrestrial ecosystems";"species.yr"
"dc1221e8-aedb-39de-b9c7-561cb1772b25";"Non-renewable, nuclear + Cumulative Energy Demand (LHV).csv";"Cumulative Energy Demand (LHV)";"Non-renewable, nuclear";"MJ"
"7a149078-e2fd-3e07-a5a3-79035c60e7c3";"Smog + TRACI 2.1.csv";"TRACI 2.1";"Smog";"kg O3 eq"
"d5a92468-c5f0-3d66-9a90-3eb5597e53c5";"Tritium + Selected LCI results, additional.csv";"Selected LCI results, additional";"Tritium";"kBq"
"b2853e97-d39c-3c99-a681-044a3fba23c3";"Ozone layer depletion 10a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Ozone layer depletion 10a";"kg CFC-11 eq"
"fbada988-bc86-32bb-bba2-f2650093e7c6";"Respiratory inorganics + IMPACT 2002+.csv";"IMPACT 2002+";"Respiratory inorganics";"kg PM2.5 eq"
"6575f54b-f047-3270-a47d-6af859e7b7c5";"Wood growth capacity + EPS 2015dx.csv";"EPS 2015dx";"Wood growth capacity";"kg"
"85c4b65b-1fa8-3726-96e9-d0750dd5d415";"Ozone layer depletion 30a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Ozone layer depletion 30a";"kg CFC-11 eq"
"6764d0f6-086c-3abb-b600-99fc8484bd01";"Non renewable, fossil + Cumulative Exergy Demand.csv";"Cumulative Exergy Demand";"Non renewable, fossil";"MJ"
"5bd82709-84f8-3e34-a252-d524046da038";"Asthma cases + EPS 2015dx.csv";"EPS 2015dx";"Asthma cases";"PersonYr"
"970632e5-0def-30ee-a6dd-a2a7026c0b7f";"Human toxicity, cancer effects + ILCD 2011 Midpoint+.csv";"ILCD 2011 Midpoint+";"Human toxicity, cancer effects";"CTUh"
"8e2a2bfc-ba22-3ac7-866d-6b662fb3b8d7";"Terrestrial acidification + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Terrestrial acidification";"species.yr"
"a6e5e5d8-a1e5-3c77-8170-586c4fe37514";"Carcinogenics + TRACI 2.1.csv";"TRACI 2.1";"Carcinogenics";"CTUh"
"d4827ae3-c873-3ea4-85fb-860b7f3f2dee";"Non carcinogenics + TRACI 2.1.csv";"TRACI 2.1";"Non carcinogenics";"CTUh"
"ba03a5cf-c0af-3291-8621-fe53b63dce8a";"Climate change + Environmental Prices.csv";"Environmental Prices";"Climate change";"kg CO2 eq"
"58c15e82-5158-36aa-82cd-8ea40cf70adf";"Resource use, fossils + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Resource use, fossils";"MJ"
"4ac6c32d-e63a-378e-be67-1f0f7f474d09";"Ozone depletion + BEES+.csv";"BEES+";"Ozone depletion";"g CFC-11 eq"
"55a4d003-bb2a-3326-b6c1-d6a964f1a8d6";"Freshwater eutrophication + ReCiPe 2016 Midpoint (E).csv";"ReCiPe 2016 Midpoint (E)";"Freshwater eutrophication";"kg P eq"
"84b46bd1-8186-30ff-8afd-011bfcc7860a";"Global warming, Human health + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Global warming, Human health";"DALY"
"b8486997-1233-3169-bea7-1d376bb6f4c6";"Stratospheric ozone depletion + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Stratospheric ozone depletion";"DALY"
"1e74965a-dbc7-3474-af56-db47f6c43d33";"Marine ecotoxicity + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Marine ecotoxicity";"species.yr"
"b75d0d88-1e43-372d-8502-996702b7f7d9";"Water consumption, Human health + ReCiPe 2016 Endpoint (H).csv";"ReCiPe 2016 Endpoint (H)";"Water consumption, Human health";"DALY"
"2b0a4828-6d95-360e-ad2a-2c2b90c05d40";"Ozone formation, Terrestrial ecosystems + ReCiPe 2016 Endpoint (H).csv";"ReCiPe 2016 Endpoint (H)";"Ozone formation, Terrestrial ecosystems";"species.yr"
"53722d39-b105-3e39-b127-163d0ef1b229";"Low vision + EPS 2015dx.csv";"EPS 2015dx";"Low vision";"PersonYr"
"784079fd-3c9b-3b34-9232-9c188d8514f7";"Human toxicity, non-cancer - inorganics + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Human toxicity, non-cancer - inorganics";"CTUh"
"c919fc2a-fc0c-3a23-8029-fe2044e6ca9b";"Photochemical oxidation (EBIR, low NOx) + CML-IA non-baseline.csv";"CML-IA non-baseline";"Photochemical oxidation (EBIR, low NOx)";"kg C2H4 eq"
"7c535cfd-1efb-3d8c-8ed3-9732fb78dfed";"Human toxicity, non-cancer - metals + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Human toxicity, non-cancer - metals";"CTUh"
"0e2130aa-4c10-3fb7-b746-e47b0da55625";"WSI + Boulay et al 2011 (Water Scarcity).csv";"Boulay et al 2011 (Water Scarcity)";"WSI";"m3"
"038e1428-124d-3ebd-a2a4-80796ba7b083";"Freshwater sediment ecotox. 100a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Freshwater sediment ecotox. 100a";"kg 1,4-DB eq"
"1455af4d-a2e6-3758-a392-2f35938fbc88";"Water depletion + Environmental Prices.csv";"Environmental Prices";"Water depletion";"m3"
"7665a933-8843-3db4-8769-1738094a96f5";"Aerosole + Selected LCI results, additional.csv";"Selected LCI results, additional";"Aerosole";"kBq"
"82c592fe-d47c-341a-babc-53d2c3f8abf1";"Climate change - Fossil + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Climate change - Fossil";"kg CO2 eq"
"420385cf-51b6-3c13-b49e-3e73cf1a4270";"Terrestrial ecotoxicity + ReCiPe 2016 Midpoint (I).csv";"ReCiPe 2016 Midpoint (I)";"Terrestrial ecotoxicity";"kg 1,4-DCB"
"b1026e51-b6ee-3938-b418-c3d6f6f39fdc";"Carbon, biogenic, fixed + Selected LCI results, additional.csv";"Selected LCI results, additional";"Carbon, biogenic, fixed";"kg"
"98a7f4fe-ddd1-3d74-833a-27696cdbf1cb";"Species extinction + EPS 2015dx.csv";"EPS 2015dx";"Species extinction";"NEX"
"82859ffc-c06e-3395-b93b-257878778ed4";"Climate change - land use and transform. + EF Method (adapted).csv";"EF Method (adapted)";"Climate change - land use and transform.";"kg CO2 eq"
"0529022f-23cd-36e5-bbba-3aff792d439c";"IPCC GWP 100a + IPCC 2013 GWP 100a.csv";"IPCC 2013 GWP 100a";"IPCC GWP 100a";"kg CO2 eq"
"84e26e48-bb36-3ab3-931b-879c69d52ff9";"Human toxicity, cancer + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Human toxicity, cancer";"CTUh"
"d54f4770-5fb3-3acf-80dd-09b2acb6d4ed";"HH, distribution + Boulay et al 2011 (Human Health).csv";"Boulay et al 2011 (Human Health)";"HH, distribution";"DALY"
"9965ede2-3b74-377e-a6c8-97c150cddf81";"Renewable, biomass + Cumulative Energy Demand (LHV).csv";"Cumulative Energy Demand (LHV)";"Renewable, biomass";"MJ"
"bf5eb3e6-cc23-3871-b9cb-0bb7c4a971c0";"Fine particulate matter formation + ReCiPe 2016 Midpoint (I).csv";"ReCiPe 2016 Midpoint (I)";"Fine particulate matter formation";"kg PM2.5 eq"
"ae78fac9-c52d-3baf-bf10-2bdd80ab9e53";"Low vision + EPS 2015d.csv";"EPS 2015d";"Low vision";"PersonYr"
"d098dc03-4caa-3c76-84df-bdd28659d40f";"Abiotic depletion + CML-IA baseline.csv";"CML-IA baseline";"Abiotic depletion";"kg Sb eq"
"6569512a-2c54-32d1-9da9-26b79e038bda";"Ozone formation (Human) + EDIP 2003.csv";"EDIP 2003";"Ozone formation (Human)";"person.ppm.h"
"b3ba5fc3-5a6f-364b-b839-9ee55d418cb3";"Resource use, minerals and metals + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Resource use, minerals and metals";"kg Sb eq"
"2e0e479e-6ea7-3221-88ea-41aa6530c5d2";"Water use + AWARE.csv";"AWARE";"Water use";"m3"
"6f3b47a9-7d7b-3a96-b8c3-91139ae57f56";"Global warming (GWP100a) + CML-IA baseline.csv";"CML-IA baseline";"Global warming (GWP100a)";"kg CO2 eq"
"849a02bc-cdab-3ab4-b9a1-e70c8b4614cb";"Acidification + BEES+.csv";"BEES+";"Acidification";"H+ mmole eq"
"789727be-7d63-346b-9ba5-a25a2e63c3f4";"Ozone formation, Human health + ReCiPe 2016 Midpoint (E).csv";"ReCiPe 2016 Midpoint (E)";"Ozone formation, Human health";"kg NOx eq"
"acb12462-2f82-3a72-8ee4-ffb7ff5a47ad";"Photochemical oxidation + CML-IA baseline.csv";"CML-IA baseline";"Photochemical oxidation";"kg C2H4 eq"
"1783fe30-a9ed-34b5-b5f9-9acdb2fcd013";"Ecotoxicity, freshwater - inorganics + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Ecotoxicity, freshwater - inorganics";"CTUe"
"75d0c8a2-e466-3bd7-813b-5beef2209330";"Acidification + TRACI 2.1.csv";"TRACI 2.1";"Acidification";"kg SO2 eq"
"f7329889-2466-362f-a1a8-a93c42a13895";"WSI + Pfister et al 2009 (Water Scarcity).csv";"Pfister et al 2009 (Water Scarcity)";"WSI";"m3"
"eb56e7b7-178d-3135-bb9b-170a706121be";"Respiratory inorganics + EF Method (adapted).csv";"EF Method (adapted)";"Respiratory inorganics";"disease inc."
"070a1469-e952-339b-b0e0-c1f7f31fe56b";"Ionizing radiation + ReCiPe 2016 Endpoint (H).csv";"ReCiPe 2016 Endpoint (H)";"Ionizing radiation";"DALY"
"f033f3d7-6a95-3a72-b1b5-6cd095c39818";"Marine sediment ecotox. 20a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Marine sediment ecotox. 20a";"kg 1,4-DB eq"
"ffc6b0fa-e55c-396e-ae24-595cf706949e";"Poisoning + EPS 2015dx.csv";"EPS 2015dx";"Poisoning";"PersonYr"
"2def040a-b102-3c26-a23c-4a947fe13fe9";"Human toxicity, cancer - inorganics + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Human toxicity, cancer - inorganics";"CTUh"
"651f27b9-2b47-3913-b3a6-e63871db2475";"Land use + ReCiPe 2016 Midpoint (E).csv";"ReCiPe 2016 Midpoint (E)";"Land use";"m2a crop eq"
"c852f591-7b87-323b-b0ca-d2757b77dca5";"Energy resources + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Energy resources";"UBP"
"972ac2fd-9e07-3188-b4a1-6ee212c23cf1";"Malodorous air + CML-IA non-baseline.csv";"CML-IA non-baseline";"Malodorous air";"m3 air"
"7da22b63-a6d3-32db-84be-a4d505895213";"Freshwater aquatic ecotox. 100a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Freshwater aquatic ecotox. 100a";"kg 1,4-DB eq"
"e97d553f-37e5-3287-9ef0-42ecc9356d0f";"Particulates 10 um + Selected LCI results, additional.csv";"Selected LCI results, additional";"Particulates, >2.5 um and <10";"kg"
"fa2f053a-56c4-388c-8784-e5ef5ce142df";"Freshwater eutrophication + ReCiPe 2016 Midpoint (I).csv";"ReCiPe 2016 Midpoint (I)";"Freshwater eutrophication";"kg P eq"
"e0916d62-7fbd-3d0a-a4a5-52659b0ac9c1";"Respiratory effects + TRACI 2.1.csv";"TRACI 2.1";"Respiratory effects";"kg PM2.5 eq"
"22bc08e2-682d-3956-a26b-196eb9453ccd";"Global warming, Terrestrial ecosystems + ReCiPe 2016 Endpoint (I).csv";"ReCiPe 2016 Endpoint (I)";"Global warming, Terrestrial ecosystems";"species.yr"
"e38f116c-864e-3af3-b2b5-c3283ee097f6";"Heavy metals into soil + Ecological Scarcity 2013.csv";"Ecological Scarcity 2013";"Heavy metals into soil";"UBP"
"c869d3ad-8e4e-3da5-96c1-13cb5bd1d938";"Diarrhea + EPS 2015dx.csv";"EPS 2015dx";"Diarrhea";"PersonYr"
"c531b2a4-cc36-3862-90be-1a2d968f359b";"Human toxicity, non-cancer - organics + EN 15804 +A2 Method.csv";"EN 15804 +A2 Method";"Human toxicity, non-cancer - organics";"CTUh"
"4eb4c81b-7cda-3264-9ad1-fa15168bdcd3";"Eutrophication, terrestrial + EF 3.0 Method (adapted).csv";"EF 3.0 Method (adapted)";"Eutrophication, terrestrial";"mol N eq"
"da89a79d-3438-3708-a076-018b4d588883";"Ionising radiation + CML-IA non-baseline.csv";"CML-IA non-baseline";"Ionising radiation";"DALYs"
"6e8d8ecb-b76e-3e47-ac67-12362e247769";"Climate change - fossil + EF Method (adapted).csv";"EF Method (adapted)";"Climate change - fossil";"kg CO2 eq"
"334fe532-28e6-3961-a29f-3339a6c69cfa";"Terrestrial ecotoxicity + ReCiPe 2016 Endpoint (E).csv";"ReCiPe 2016 Endpoint (E)";"Terrestrial ecotoxicity";"species.yr"
"388e9af0-004b-33fb-bf91-90dded0001cc";"Renewable, water + Cumulative Energy Demand.csv";"Cumulative Energy Demand";"Renewable, water";"MJ"
"9c06cdb5-0b02-3334-8ca2-c58d1a58d5b8";"Ozone formation (Vegetation) + EDIP 2003.csv";"EDIP 2003";"Ozone formation (Vegetation)";"m2.ppm.h"
"136de7e5-9df3-3042-9cb7-c29a555dd5b4";"Human toxicity 100a + CML-IA non-baseline.csv";"CML-IA non-baseline";"Human toxicity 100a";"kg 1,4-DB eq"
"68a4e642-4b9a-35c4-95a0-89df42336ffa";"Ozone formation, Human health + ReCiPe 2016 Endpoint (H).csv";"ReCiPe 2016 Endpoint (H)";"Ozone formation, Human health";"DALY"
