LCIA category,Flow,Flow property,Flow unit,Location,Factor
55b7910a-049d-379b-891d-74e9480caaf2,01918e03-46b5-4d15-9e48-01e3332859cc,Mass,kg,,0.949
55b7910a-049d-379b-891d-74e9480caaf2,024c9722-1e88-412b-8c4b-10c532be8dca,Mass,kg,,0.22
55b7910a-049d-379b-891d-74e9480caaf2,03599e77-3732-41ae-8d66-5e15c8bb34ba,Mass,kg,,0.611
55b7910a-049d-379b-891d-74e9480caaf2,0704ef18-e419-3d75-890a-6097e4aa894b,Mass,kg,,0.71
55b7910a-049d-379b-891d-74e9480caaf2,079339c7-49a2-3a17-9aa7-9b14b5c47560,Mass,kg,,0.986
55b7910a-049d-379b-891d-74e9480caaf2,08d8474a-1b6a-42e4-b509-e9684d170ea1,Volume,m3,,0.891
55b7910a-049d-379b-891d-74e9480caaf2,0e3139fc-4b5d-37e1-b328-2f4ae75b6482,Mass,kg,,0.416
55b7910a-049d-379b-891d-74e9480caaf2,0e652c80-3587-4af3-8c40-d6e6607f7ea8,Mass,kg,,0.972
55b7910a-049d-379b-891d-74e9480caaf2,17cbbbbd-bd78-325d-bd76-2b6fcf81faaf,Mass,kg,,0.71
55b7910a-049d-379b-891d-74e9480caaf2,17fe5abb-4e12-3050-b173-f1fa379c757e,Mass,kg,,0.972
55b7910a-049d-379b-891d-74e9480caaf2,1be19e70-468e-43dc-bfd0-f650dfb1db40,Mass,kg,,0.42
55b7910a-049d-379b-891d-74e9480caaf2,2b648e3c-dfe7-314d-8248-58d4e40656c1,Mass,kg,,0.949
55b7910a-049d-379b-891d-74e9480caaf2,31334b63-ce85-3198-94a0-01b5cdb83bf2,Energy,MJ,,0.022
55b7910a-049d-379b-891d-74e9480caaf2,334b9535-0044-302f-965a-26e6167e7b60,Energy,MJ,,0.0219
55b7910a-049d-379b-891d-74e9480caaf2,35009b58-7a33-41aa-a15e-95b37717842b,Volume,m3,,0.891
55b7910a-049d-379b-891d-74e9480caaf2,382d9536-3f44-3681-9daf-0d4c73134146,Mass,kg,,0.42
55b7910a-049d-379b-891d-74e9480caaf2,384e875d-2237-4d74-8f62-6b04173f656b,Mass,kg,,0.22
55b7910a-049d-379b-891d-74e9480caaf2,3a5a2032-f878-33dd-89d1-89272cb2d2dd,Mass,kg,,0.986
55b7910a-049d-379b-891d-74e9480caaf2,499c30fe-0313-39d2-81a5-4677ec647e7e,Mass,kg,,0.949
55b7910a-049d-379b-891d-74e9480caaf2,4eda4c18-fe9f-3ee8-9e9e-1132b8fe02f5,Mass,kg,,0.949
55b7910a-049d-379b-891d-74e9480caaf2,4fe0ec4c-3f18-360c-9f19-ee1cdef7aaa7,Mass,kg,,0.416
55b7910a-049d-379b-891d-74e9480caaf2,506689e7-7821-48e8-a12c-0ee9a3b9e6ee,Mass,kg,,0.678
55b7910a-049d-379b-891d-74e9480caaf2,52977b58-f9d3-411b-8620-0dc8d2d33cba,Mass,kg,,0.416
55b7910a-049d-379b-891d-74e9480caaf2,55031fb3-9c72-4bcc-b320-e190790bbc74,Mass,kg,,1.0
55b7910a-049d-379b-891d-74e9480caaf2,55c0da10-4977-3302-a190-63962ad16cbf,Mass,kg,,0.42
55b7910a-049d-379b-891d-74e9480caaf2,55e2d07c-aaf6-45e4-a512-9c6ab19e09f9,Mass,kg,,0.949
55b7910a-049d-379b-891d-74e9480caaf2,57705642-2dff-46b4-a776-6ae778997801,Volume,m3,,0.84
55b7910a-049d-379b-891d-74e9480caaf2,593de2c4-0be4-3445-b86a-40e25630b80d,Energy,MJ,,0.0218
55b7910a-049d-379b-891d-74e9480caaf2,5cf8e94c-94ee-4a99-be6e-592cad4abba1,Mass,kg,,0.988
55b7910a-049d-379b-891d-74e9480caaf2,5d1c7444-561f-41a5-90bc-db10b6d47e19,Mass,kg,,0.986
55b7910a-049d-379b-891d-74e9480caaf2,5df3c6a9-a888-4b5d-9a94-f3f610d38756,Volume,m3,,0.852
55b7910a-049d-379b-891d-74e9480caaf2,65b57348-143d-3f95-9229-9c6999296d04,Energy,MJ,,0.0218
55b7910a-049d-379b-891d-74e9480caaf2,6ce75e2f-5859-33d5-b738-84800e921a5f,Energy,MJ,,0.0219
55b7910a-049d-379b-891d-74e9480caaf2,7ae371af-8532-11e0-9d78-0800200c9a66,Mass,kg,,0.611
